component,component_index,month,raw_component_value,normalized_seasonal_profile
C1,1,1,0.006551099360011148,0.00013911812799216928
C1,1,2,1.0375854134518518,0.02203400260306187
C1,1,3,3.5801094467758143,0.07602664787573676
C1,1,4,2.10722618339199,0.04474872777522311
C1,1,5,1.9760625120159736,0.041963356432239786
C1,1,6,0.8156565664171715,0.017321156094369523
C1,1,7,1.0500602449863545,0.022298916186985096
C1,1,8,1.9200264878437114,0.04077338413071209
C1,1,9,2.712432217788416,0.05760078907484778
C1,1,10,3.9732698998309615,0.0843757421611106
C1,1,11,16.674830235909276,0.3541041036817633
C1,1,12,11.236381707893738,0.23861405585595796
C2,2,1,0.7730980635989874,0.011309830796226956
C2,2,2,16.42332935730855,0.24026069251444157
C2,2,3,5.177853911305689,0.07574802522701078
C2,2,4,1.7467014752098742,0.025552900810770527
C2,2,5,7.38816816860602,0.10808322490424295
C2,2,6,7.34047036859267,0.10738544273028179
C2,2,7,3.6759880723069767,0.053776881697514656
C2,2,8,8.242181744184478,0.12057678748349579
C2,2,9,8.057967241214989,0.11788187081393772
C2,2,10,7.120984487680487,0.1041745328959956
C2,2,11,1.5073422412726962,0.02205125908793187
C2,2,12,0.9022039704882354,0.013198551038149885
C3,3,1,0.3391232367950293,0.00514237042516972
C3,3,2,0.012954296257998325,0.0001964353448191486
C3,3,3,2.985155362875121,0.04526606550958353
C3,3,4,5.685661563754334,0.08621579031060682
C3,3,5,1.8577874619323174,0.02817097227184727
C3,3,6,2.435726466960452,0.03693467857253051
C3,3,7,5.767267599205776,0.08745324153095622
C3,3,8,8.800321266592704,0.13344562360576576
C3,3,9,12.552901113251686,0.1903487005046529
C3,3,10,18.446159404672137,0.2797124298441547
C3,3,11,6.524798501391115,0.09894022940110479
C3,3,12,0.5390142852981076,0.008173462678808715
C4,4,1,10.089587651888213,0.13711841513234335
C4,4,2,0.5193998766345295,0.007058691629556638
C4,4,3,5.4131097224411375,0.0735646541451773
C4,4,4,15.739007928974514,0.21389455123792822
C4,4,5,10.213337082813823,0.13880018116951867
C4,4,6,4.101284907219442,0.055736835427450476
C4,4,7,5.090598249742127,0.06918169385737898
C4,4,8,4.9497132810816105,0.06726705430170946
C4,4,9,1.9817296413365026,0.026931886318465686
C4,4,10,0.5272888346477168,0.007165903287469279
C4,4,11,10.574202529357365,0.14370437545508155
C4,4,12,4.383764442369901,0.059575758037920416
C5,5,1,23.03242202134769,0.3273352884440612
C5,5,2,12.031093730459832,0.17098512405284463
C5,5,3,10.550181269092652,0.14993849216789856
C5,5,4,4.594485533300024,0.06529653051254877
C5,5,5,0.4044726706932407,0.0057483393716213586
C5,5,6,2.0880384038948465,0.029675066416710437
C5,5,7,1.4862596807529385,0.021122626220165735
C5,5,8,1.3033292126811309,0.01852283026835517
C5,5,9,2.028550396049054,0.028829626706152994
C5,5,10,4.09373535133166,0.058179901392905735
C5,5,11,3.4568268755678107,0.0491281994297603
C5,5,12,5.293999314463538,0.07523797501697509
C6,6,1,14.942810195256886,0.16859149270918133
C6,6,2,1.6491690309811835,0.018606665348069894
C6,6,3,1.3179478172661592,0.01486967892399769
C6,6,4,0.06429453964379099,0.0007253998591936217
C6,6,5,3.351178627862442,0.03780950168166962
C6,6,6,4.2202476964116,0.047614729053197614
C6,6,7,5.810125814560365,0.06555244770597453
C6,6,8,5.402446078657548,0.06095282191102484
C6,6,9,4.388146674704966,0.0495090406990626
C6,6,10,7.099726795816428,0.08010230490072069
C6,6,11,11.618458147290681,0.13108466054481738
C6,6,12,28.768688344322257,0.3245812566630902
C7,7,1,0.22948566012776075,0.0029437196995413047
C7,7,2,0.31604784480592846,0.004054093254606107
C7,7,3,2.6288400298501053,0.033721358356353245
C7,7,4,1.3014611385481873,0.01669444962094302
C7,7,5,17.919398022032404,0.22986048423248376
C7,7,6,15.187344442781791,0.19481515749195913
C7,7,7,10.118440645951033,0.12979396203467755
C7,7,8,8.72107343768224,0.11186928048296835
C7,7,9,6.7510183546102125,0.08659846419757611
C7,7,10,1.1066643257151636,0.014195699960396952
C7,7,11,6.359882871958509,0.08158118675710159
C7,7,12,7.318057801655149,0.09387214391139306
C8,8,1,0.48985155551213005,0.007452013944550212
C8,8,2,1.4483066026082811,0.02203279927801269
C8,8,3,13.122254472459758,0.19962623821919256
C8,8,4,12.507702081327361,0.1902771753513869
C8,8,5,3.0608289440663126,0.04656377981533273
C8,8,6,0.010317279437518905,0.00015695471285751217
C8,8,7,3.5695646167821087,0.05430307406582199
C8,8,8,3.2588039407419274,0.0495755339259358
C8,8,9,6.05299088640742,0.09208294223866452
C8,8,10,12.339793740717758,0.18772281927851317
C8,8,11,4.687725776565667,0.07131343661586023
C8,8,12,5.1859769685692365,0.07889323255387154
