region_id,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,small_region_lt_4_cells,C1_scaled_loading,C1_raw_weight,C2_scaled_loading,C2_raw_weight,C3_scaled_loading,C3_raw_weight,C4_scaled_loading,C4_raw_weight,C5_scaled_loading,C5_raw_weight,C6_scaled_loading,C6_raw_weight
MYS_05_07,1,103.25,3.25,7,5,True,1023.6720797798241,17.97335662316469,687.0630183820814,12.920366721542713,340.73996284434264,4.0045522982861765,140.13948112229505,2.074098045273826,374.37094644337225,4.176887969402289,129.18300551061193,1.7454844826110194
MYS_05_25,1,112.25,3.25,25,5,True,392.2884208213457,6.887693652909489,965.1501097943296,18.14985383618076,0.3407669923450058,0.00400486996295955,514.495834711155,7.614662167506503,1004.4287006569808,11.206495043896561,980.9330247191974,13.254091483321304
MYS_05_26,1,112.75,3.25,26,5,True,384.36739396758315,6.748618412628481,904.399820027778,17.00743166932891,110.75692431700286,1.3016726659308138,611.2721480228473,9.046974893806835,1014.6131650129429,11.320123964749955,907.6165411760549,12.263459752480756
MYS_05_27,1,113.25,3.25,27,5,True,342.1815001096143,6.007929934596211,934.8997825221832,17.58098997457576,269.8728545858539,3.171685384524528,696.7458008474824,10.312005524905592,970.3781380407116,10.826590068111301,700.0589112327496,9.45899936017475
MYS_05_28,1,113.75,3.25,28,5,True,305.8211641181926,5.36952502093238,818.963496111969,15.400783360805203,490.50959114178005,5.764722441539825,693.9332902178911,10.270379690754996,937.5976911019131,10.460855879197664,594.5591357140981,8.033516028533075
MYS_05_29,1,114.25,3.25,29,5,True,272.24748811084453,4.780047527162652,606.7466174181811,11.409999657031355,775.7973405911803,9.117571644180556,632.5243152976464,9.361512083822735,890.8563695757898,9.939359044544231,532.7268791163633,7.198055946229114
MYS_05_30,1,114.75,3.25,30,5,True,265.9853460935793,4.6700985367345655,401.829468905498,7.556488937517788,976.3205494024423,11.4742241189937,588.6834341777063,8.712656492909009,770.3252139835602,8.594582857945865,521.0140751224877,7.039795828821528
MYS_05_31,1,115.25,3.25,31,5,True,287.57136012639836,5.049099914175612,223.3214085855475,4.199606758767737,1090.7305917569072,12.818830117753196,574.1825189130777,8.498039457337136,583.3141448081591,6.508084713779793,550.0939504826954,7.432714936074651
MYS_05_32,1,115.75,3.25,32,5,True,315.02207181794984,5.531072061836462,149.55364252149045,2.812388171423308,1200.380781505544,14.107495866554752,581.4050761397066,8.604935042404675,456.70553893151316,5.095501905917725,569.1208134469724,7.689800563751766
MYS_06_02,1,100.75,3.75,2,6,True,519.4633783741635,9.120597051158134,197.37982839987424,3.711769805871502,229.46638997122628,2.696807711276544,723.8275807276341,10.71282238438105,921.6868373005481,10.283337152231246,27.269611202081634,0.3684593264565211
