region_id,month,observed_precipitation_mm,reconstructed_precipitation_mm,residual_mm,absolute_residual_mm
SLR_00_02,1,128.341793,124.91529376500146,3.4264992349985306,3.4264992349985306
SLR_00_02,2,91.58652023333336,99.16212168975724,-7.5756014564238825,7.5756014564238825
SLR_00_02,3,123.85404146666666,133.4038212681503,-9.549779801483638,9.549779801483638
SLR_00_02,4,186.67862366666668,221.14602123378143,-34.467397567114745,34.467397567114745
SLR_00_02,5,281.04631613333333,260.35445070009865,20.691865433234682,20.691865433234682
SLR_00_02,6,213.86592646666665,202.18438261766968,11.681543848996967,11.681543848996967
SLR_00_02,7,124.83269873333332,130.63317774702784,-5.8004790136945275,5.8004790136945275
SLR_00_02,8,126.18894313333334,117.68285320802009,8.506089925313248,8.506089925313248
SLR_00_02,9,228.0191935,213.62191964223928,14.397273857760723,14.397273857760723
SLR_00_02,10,280.27281800000003,301.04037842685193,-20.7675604268519,20.7675604268519
SLR_00_02,11,306.684421,294.8419602568577,11.842460743142283,11.842460743142283
SLR_00_02,12,176.1733405,170.83600323431958,5.337337265680418,5.337337265680418
SLR_01_01,1,132.84059528681226,133.56531239636632,-0.7247171095540637,0.7247171095540637
SLR_01_01,2,105.259826664505,111.04117963195615,-5.781352967451156,5.781352967451156
SLR_01_01,3,146.57292989075466,153.78384698920527,-7.210917098450608,7.210917098450608
SLR_01_01,4,232.6893920520436,255.99455873927346,-23.30516668722987,23.30516668722987
SLR_01_01,5,328.2407173437487,306.7898071955475,21.450910148201217,21.450910148201217
SLR_01_01,6,244.56832915222236,241.1922817637094,3.3760473885129727,3.3760473885129727
SLR_01_01,7,151.35516705868426,153.19066255438295,-1.8354954956986944,1.8354954956986944
SLR_01_01,8,138.1178893378462,136.81812143411938,1.2997679037268313,1.2997679037268313
SLR_01_01,9,265.43005971433354,250.15428116266497,15.275778551668566,15.275778551668566
SLR_01_01,10,325.91356341563613,348.3096973005043,-22.396133884868163,22.396133884868163
SLR_01_01,11,339.0636716163157,328.54049283565496,10.523178780660714,10.523178780660714
SLR_01_01,12,188.5944174147511,182.88577443175095,5.708642983000146,5.708642983000146
SLR_01_02,1,141.65971445945505,141.9424857990745,-0.282771339619444,0.282771339619444
