component,component_index,month,raw_component_value,normalized_seasonal_profile
C1,1,1,20.393776252823525,0.08719637400928193
C1,1,2,21.10090239148432,0.09021978833402569
C1,1,3,22.61227738878605,0.09668187842951517
C1,1,4,22.60357928846117,0.09664468851433242
C1,1,5,23.178919153528515,0.09910463263821268
C1,1,6,18.20357609831575,0.07783187429818962
C1,1,7,16.369706894140208,0.06999091620249336
C1,1,8,20.096051838863136,0.08592341263961945
C1,1,9,20.874582968196894,0.08925212874838112
C1,1,10,23.63558466494379,0.10105716836464505
C1,1,11,14.125393909225663,0.06039504969888776
C1,1,12,10.688955476017338,0.045702088122415725
C2,2,1,12.629155019433574,0.1018406503039796
C2,2,2,2.954549918978484,0.023825290341382976
C2,2,3,6.1712865441468825,0.049764836515270326
C2,2,4,3.643863667490721,0.029383869700329555
C2,2,5,5.171559102538387,0.04170310216934816
C2,2,6,4.645445945418017,0.03746056132063971
C2,2,7,6.409970941638483,0.05168957132298736
C2,2,8,6.97430558965073,0.05624032768429556
C2,2,9,7.430255120614586,0.0599170738060829
C2,2,10,11.511762236135096,0.09283007061587038
C2,2,11,24.231295212176505,0.19539952263777358
C2,2,12,32.235529255404956,0.2599451235820399
