target,depth_label,configuration,model_family,seed,test_fold,validation_fold,selected_ridge_alpha,test_rmse_mm,test_r_squared,test_p_violation,best_epoch,training_seconds
SM_40_100cm_mm,40–100 cm,MLP,MLP,20260809,4,0,,20.56795777721702,0.7751420579582372,0.054036458333333336,29.0,0.385789155960083
SM_40_100cm_mm,40–100 cm,MLP,MLP,20260810,4,0,,21.97172111653438,0.7434015413594325,0.006510416666666667,147.0,0.7397723197937012
SM_40_100cm_mm,40–100 cm,PINN_P_lambda10,PINN_P,20260806,4,0,,22.82005748751919,0.7232042894474181,0.055989583333333336,187.0,1.3907828330993652
SM_40_100cm_mm,40–100 cm,PINN_P_lambda10,PINN_P,20260807,4,0,,19.29915934295063,0.8020285011636746,0.051432291666666664,28.0,0.8488805294036865
SM_40_100cm_mm,40–100 cm,PINN_P_lambda10,PINN_P,20260808,4,0,,25.327836524444326,0.659025362593211,0.054036458333333336,218.0,1.4760231971740723
SM_40_100cm_mm,40–100 cm,PINN_P_lambda10,PINN_P,20260809,4,0,,20.476581372838734,0.7771355538081723,0.032552083333333336,29.0,0.8359036445617676
SM_40_100cm_mm,40–100 cm,PINN_P_lambda10,PINN_P,20260810,4,0,,22.180241137266197,0.7385079955681071,0.0078125,151.0,1.2915229797363281
SM_100_200cm_mm,100–200 cm,Mean,Mean,-1,0,1,,85.58174134187587,-4.942103563920614,,,
SM_100_200cm_mm,100–200 cm,Ridge,Ridge,-1,0,1,100.0,40.067063190357906,-0.30242583087524566,0.0,,
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260806,0,1,,42.48252725642841,-0.4641941537531704,0.04600694444444445,57.0,0.51385498046875
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260807,0,1,,42.008492795442315,-0.4317005075725038,0.0763888888888889,54.0,0.4866454601287842
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260808,0,1,,48.971478954193316,-0.9456486592458793,0.026909722222222224,86.0,0.585099458694458
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260809,0,1,,36.95255957614118,-0.10781446292683294,0.11024305555555555,132.0,0.6827013492584229
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260810,0,1,,41.14875075079902,-0.3736980720396781,0.026041666666666668,130.0,0.66851806640625
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260806,0,1,,42.347349043159255,-0.45489092896787287,0.03993055555555555,57.0,0.8981311321258545
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260807,0,1,,41.88052158768476,-0.4229909651349155,0.05295138888888889,54.0,1.0070796012878418
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260808,0,1,,46.18756977620863,-0.7307255406346909,0.0234375,60.0,1.0383493900299072
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260809,0,1,,36.65270686939207,-0.08990861706266551,0.09375,133.0,1.2211430072784424
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260810,0,1,,40.206656610176644,-0.3115169283465442,0.017361111111111112,135.0,1.2047159671783447
SM_100_200cm_mm,100–200 cm,Mean,Mean,-1,1,2,,53.540441049128,-0.0005301450216934622,,,
SM_100_200cm_mm,100–200 cm,Ridge,Ridge,-1,1,2,100.0,35.67950504537357,0.555671744684493,0.0625,,
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260806,1,2,,43.95067600073433,0.32578655672291823,0.17261904761904762,13.0,0.44624829292297363
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260807,1,2,,44.02359363100239,0.3235475546001798,0.10491071428571429,398.0,1.2506675720214844
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260808,1,2,,46.16484421878018,0.25614371306011363,0.049107142857142856,249.0,0.9342296123504639
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260809,1,2,,43.58299399696899,0.33702002337376813,0.13616071428571427,10.0,0.4109978675842285
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260810,1,2,,46.27182542197914,0.2526921321585478,0.22098214285714285,10.0,0.3540482521057129
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260806,1,2,,43.47825046176518,0.3402028896122189,0.14955357142857142,14.0,0.8867900371551514
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260807,1,2,,57.254811508977866,-0.14416923920463431,0.13095238095238096,783.0,3.9984817504882812
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260808,1,2,,45.925740978166544,0.26382912205151854,0.19717261904761904,10.0,0.7455987930297852
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260809,1,2,,43.25180716812041,0.34705769906971184,0.13169642857142858,10.0,0.7481522560119629
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260810,1,2,,45.41405970106169,0.28014182300583457,0.19419642857142858,10.0,0.7979660034179688
SM_100_200cm_mm,100–200 cm,Mean,Mean,-1,2,3,,52.37469479477767,-0.041876663935232816,,,
SM_100_200cm_mm,100–200 cm,Ridge,Ridge,-1,2,3,0.0,48.31858925668823,0.1132487853468862,0.0,,
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260806,2,3,,48.479383231566764,0.1073371269254364,0.013020833333333334,225.0,0.8457403182983398
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260807,2,3,,52.92294450223702,-0.06380321595678384,0.0546875,224.0,0.9007315635681152
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260808,2,3,,51.4109982381853,-0.0038882556272876734,0.03298611111111111,194.0,0.8491873741149902
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260809,2,3,,49.62828077410381,0.06452591365510107,0.028645833333333332,237.0,0.869192361831665
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260810,2,3,,54.84553573481905,-0.14249909960995288,0.058159722222222224,203.0,0.8821609020233154
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260806,2,3,,48.02509608208944,0.1239885449711503,0.008680555555555556,226.0,1.6005589962005615
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260807,2,3,,51.81074411160239,-0.019560401853916165,0.03211805555555555,228.0,1.5272941589355469
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260808,2,3,,51.01458315144705,0.011533432375069319,0.028645833333333332,203.0,1.5376324653625488
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260809,2,3,,48.96516477952075,0.08935786496040088,0.018229166666666668,256.0,1.7050180435180664
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260810,2,3,,50.309125102639015,0.03868254061312415,0.04079861111111111,460.0,2.5137736797332764
SM_100_200cm_mm,100–200 cm,Mean,Mean,-1,3,4,,65.55866617718475,-0.1531678864087278,,,
SM_100_200cm_mm,100–200 cm,Ridge,Ridge,-1,3,4,100.0,40.20958662727067,0.56619801170203,0.0,,
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260806,3,4,,46.00448207821193,0.43215132994893757,0.10677083333333333,18.0,0.383697509765625
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260807,3,4,,44.02888477262743,0.4798750443235015,0.0642361111111111,12.0,0.4095919132232666
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260808,3,4,,45.95919974038885,0.4332686497928666,0.1840277777777778,14.0,0.43753957748413086
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260809,3,4,,48.57468400971797,0.36692918945793485,0.16666666666666666,15.0,0.4326050281524658
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260810,3,4,,41.250064724810464,0.543457103189088,0.09027777777777778,14.0,0.4064750671386719
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260806,3,4,,45.580900024883,0.4425600189952741,0.0859375,19.0,0.834852933883667
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260807,3,4,,43.841245965858015,0.4842988521901027,0.059027777777777776,12.0,0.7111058235168457
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260808,3,4,,44.93548980751689,0.4582345798394476,0.1675347222222222,14.0,0.8554987907409668
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260809,3,4,,47.582088851567,0.3925377019938986,0.1527777777777778,15.0,0.7476868629455566
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260810,3,4,,41.29874097722785,0.5423790001994294,0.06770833333333333,14.0,0.7506306171417236
SM_100_200cm_mm,100–200 cm,Mean,Mean,-1,4,0,,75.5433205767524,-0.24565214008291392,,,
SM_100_200cm_mm,100–200 cm,Ridge,Ridge,-1,4,0,10.0,74.6590926813919,-0.21666230403414088,0.0,,
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260806,4,0,,76.03885226624328,-0.2620476224411974,0.0,93.0,0.5369911193847656
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260807,4,0,,81.2045064977356,-0.4393449877033482,0.0,109.0,0.658419132232666
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260808,4,0,,79.22340716264955,-0.36997193193772415,0.00390625,130.0,0.6516952514648438
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260809,4,0,,76.08396194507863,-0.26354547381889737,0.0,104.0,0.6794757843017578
SM_100_200cm_mm,100–200 cm,MLP,MLP,20260810,4,0,,79.39744997346781,-0.3759978194182527,0.0,97.0,0.47582554817199707
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260806,4,0,,76.14089950372143,-0.265437334128948,0.0,93.0,0.6244983673095703
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260807,4,0,,81.2305754062465,-0.44026927570771446,0.0,109.0,1.182913064956665
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260808,4,0,,79.47052753810787,-0.37853192712412276,0.00390625,130.0,1.3443713188171387
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260809,4,0,,76.10617003075971,-0.2642832119904506,0.0,103.0,1.112138271331787
SM_100_200cm_mm,100–200 cm,PINN_P_lambda10,PINN_P,20260810,4,0,,79.40364125405794,-0.3762124238104676,0.0,97.0,0.9893639087677002
