target,depth_label,configuration,test_fold,validation_fold,alpha,validation_rmse_mm,validation_r_squared,selected_alpha
SM_0_10cm_mm,0–10 cm,DROP_C4,4,0,0.0001,4.9538413004327335,-1.3864124740755277,False
SM_0_10cm_mm,0–10 cm,DROP_C4,4,0,0.001,4.9537543124270575,-1.3863286653999372,False
SM_0_10cm_mm,0–10 cm,DROP_C4,4,0,0.01,4.952885591308721,-1.3854917759603849,False
SM_0_10cm_mm,0–10 cm,DROP_C4,4,0,0.1,4.944311811187971,-1.3772400289325346,False
SM_0_10cm_mm,0–10 cm,DROP_C4,4,0,1.0,4.867957314586516,-1.3043840159634743,False
SM_0_10cm_mm,0–10 cm,DROP_C4,4,0,10.0,4.466409321951758,-0.9398956709996189,False
SM_0_10cm_mm,0–10 cm,DROP_C4,4,0,30.0,4.198161791432031,-0.7138770949968625,True
SM_0_10cm_mm,0–10 cm,DROP_C4,4,0,100.0,4.248684009555671,-0.7553761595285331,False
SM_0_10cm_mm,0–10 cm,DROP_C4,4,0,300.0,4.857892632228887,-1.2948650676367488,False
SM_0_10cm_mm,0–10 cm,DROP_C4,4,0,1000.0,5.917702897072324,-2.4053961907629935,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,0.0,15.11665004435186,0.3010102954767041,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,0.0001,15.116647427190747,0.30101053751029083,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,0.001,15.11662387292159,0.30101271579395983,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,0.01,15.116388348133531,0.3010344967882945,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,0.1,15.11403488982211,0.3012521225970213,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,1.0,15.090678479860822,0.3034100680820834,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,10.0,14.874174230702371,0.32325447996091283,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,30.0,14.490748772107127,0.3576949819489391,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,100.0,13.85726151126973,0.41262631371156433,True
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,300.0,14.151955867274532,0.3873779956093869,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,0,1,1000.0,16.06604718723608,0.21045345550964378,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,0.0,8.411938269740178,0.6930191368389577,True
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,0.0001,8.411938313480086,0.6930191336465152,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,0.001,8.411938707281807,0.6930191049041274,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,0.01,8.41194265941187,0.6930188164501213,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,0.1,8.411983590819778,0.6930158289826307,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,1.0,8.412532747391898,0.6929757461945503,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,10.0,8.430903883477677,0.6916333340572667,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,30.0,8.53729429186182,0.6838016104423306,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,100.0,9.22480518584313,0.6308239188078182,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,300.0,11.122678938029523,0.46329214503174376,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,1,2,1000.0,13.770682879797782,0.17732158382606455,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,0.0,9.51436574000061,0.7486901512262809,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,0.0001,9.514360170660696,0.7486904454402308,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,0.001,9.514310047123836,0.7486930933304335,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,0.01,9.51380886346559,0.7487195687336643,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,0.1,9.508802195981476,0.7489839731481981,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,1.0,9.459250497679735,0.7515933158166542,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,10.0,9.013358310160244,0.7744602489182462,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,30.0,8.311555759307469,0.8082150735780809,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,100.0,7.9334547881146555,0.8252671635440378,True
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,300.0,10.853745492261858,0.6729538115186677,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,2,3,1000.0,15.695405602312698,0.31609636621847903,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,0.0,11.874356307580982,0.6540780539442697,True
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,0.0001,11.87435678406664,0.6540780261824533,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,0.001,11.874361072977967,0.6540777762945701,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,0.01,11.874404015586137,0.6540752742939523,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,0.1,11.87483878505855,0.6540499424518456,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,1.0,11.879714762943395,0.6537657800843966,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,10.0,11.97564247855172,0.6481515786642984,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,30.0,12.406005073081296,0.6224087937108902,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,100.0,14.603185030185553,0.4768175845439735,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,300.0,19.196942137384458,0.09588833140506792,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,3,4,1000.0,24.25651559517027,-0.44349336971012,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,0.0,10.450211777330287,-0.2325495497107244,True
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,0.0001,10.450213666139572,-0.23254999526174203,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,0.001,10.450230665547284,-0.23255400525380665,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,0.01,10.450400671912051,-0.23259410843180417,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,0.1,10.45210196263372,-0.23299546560049245,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,1.0,10.469235898453752,-0.23704123190317516,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,10.0,10.651121261620894,-0.28039763183896627,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,30.0,11.099638666286769,-0.39050285954629294,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,100.0,12.706665938824083,-0.8222897349025995,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,300.0,15.804445001950107,-1.8191144200392344,False
SM_10_40cm_mm,10–40 cm,STATIC_ONLY,4,0,1000.0,19.315510548915352,-3.2108191358268936,False
SM_10_40cm_mm,10–40 cm,FULL,0,1,0.0,8.513767141424013,0.7782808545000091,False
SM_10_40cm_mm,10–40 cm,FULL,0,1,0.0001,8.513757814396318,0.7782813402965885,False
SM_10_40cm_mm,10–40 cm,FULL,0,1,0.001,8.513673888598655,0.7782857115329009,False
SM_10_40cm_mm,10–40 cm,FULL,0,1,0.01,8.512836355270757,0.7783293317078114,False
SM_10_40cm_mm,10–40 cm,FULL,0,1,0.1,8.504630504107508,0.7787564795431401,False
SM_10_40cm_mm,10–40 cm,FULL,0,1,1.0,8.437087392359125,0.782256722348336,False
SM_10_40cm_mm,10–40 cm,FULL,0,1,10.0,8.336601756165763,0.7874124769445697,True
SM_10_40cm_mm,10–40 cm,FULL,0,1,30.0,8.657814895025878,0.7707146781453924,False
SM_10_40cm_mm,10–40 cm,FULL,0,1,100.0,9.458388319340397,0.7263509522129451,False
SM_10_40cm_mm,10–40 cm,FULL,0,1,300.0,10.641790836026486,0.6535910548647049,False
SM_10_40cm_mm,10–40 cm,FULL,0,1,1000.0,13.008963858742172,0.4823394432740594,False
SM_10_40cm_mm,10–40 cm,FULL,1,2,0.0,5.37707965241499,0.8745669193720158,False
SM_10_40cm_mm,10–40 cm,FULL,1,2,0.0001,5.37707788175859,0.874567001981486,False
SM_10_40cm_mm,10–40 cm,FULL,1,2,0.001,5.377061956997361,0.8745677449454636,False
SM_10_40cm_mm,10–40 cm,FULL,1,2,0.01,5.376903808856372,0.8745751231703747,False
SM_10_40cm_mm,10–40 cm,FULL,1,2,0.1,5.3754283924436566,0.8746439466193779,False
SM_10_40cm_mm,10–40 cm,FULL,1,2,1.0,5.36837819055274,0.8749725551881629,True
SM_10_40cm_mm,10–40 cm,FULL,1,2,10.0,5.440763537517717,0.871578170805166,False
SM_10_40cm_mm,10–40 cm,FULL,1,2,30.0,5.6118417812520285,0.863375059695395,False
SM_10_40cm_mm,10–40 cm,FULL,1,2,100.0,5.956342249069499,0.8460858893301622,False
SM_10_40cm_mm,10–40 cm,FULL,1,2,300.0,6.691005546970101,0.8057764317137313,False
SM_10_40cm_mm,10–40 cm,FULL,1,2,1000.0,9.29853256860612,0.6248992072485484,False
SM_10_40cm_mm,10–40 cm,FULL,2,3,0.0,7.88679341267037,0.8273165348629384,False
SM_10_40cm_mm,10–40 cm,FULL,2,3,0.0001,7.886785853441318,0.8273168658854904,False
SM_10_40cm_mm,10–40 cm,FULL,2,3,0.001,7.886717825463069,0.8273198448515854,False
SM_10_40cm_mm,10–40 cm,FULL,2,3,0.01,7.886038048534222,0.8273496110811679,False
SM_10_40cm_mm,10–40 cm,FULL,2,3,0.1,7.879290175169006,0.8276449493775611,False
SM_10_40cm_mm,10–40 cm,FULL,2,3,1.0,7.8164395623338425,0.830383626623364,False
SM_10_40cm_mm,10–40 cm,FULL,2,3,10.0,7.448579352244452,0.8459730476414484,False
SM_10_40cm_mm,10–40 cm,FULL,2,3,30.0,7.170930697501959,0.8572418617940312,True
SM_10_40cm_mm,10–40 cm,FULL,2,3,100.0,7.264616337769728,0.8534873272879735,False
SM_10_40cm_mm,10–40 cm,FULL,2,3,300.0,8.838452010409984,0.783128620917136,False
SM_10_40cm_mm,10–40 cm,FULL,2,3,1000.0,12.807883986460244,0.544587868969752,False
SM_10_40cm_mm,10–40 cm,FULL,3,4,0.0,12.358638746380239,0.6252865880557563,False
SM_10_40cm_mm,10–40 cm,FULL,3,4,0.0001,12.358624943116235,0.6252874250840682,False
SM_10_40cm_mm,10–40 cm,FULL,3,4,0.001,12.358500727445694,0.6252949574657135,False
SM_10_40cm_mm,10–40 cm,FULL,3,4,0.01,12.357259926095557,0.6253701949387812,False
SM_10_40cm_mm,10–40 cm,FULL,3,4,0.1,12.344985950634445,0.6261140351523189,False
SM_10_40cm_mm,10–40 cm,FULL,3,4,1.0,12.234255823120098,0.6327912022425586,False
SM_10_40cm_mm,10–40 cm,FULL,3,4,10.0,11.642386035937815,0.6674614846489436,False
SM_10_40cm_mm,10–40 cm,FULL,3,4,30.0,10.987391822919534,0.7038258252091243,False
SM_10_40cm_mm,10–40 cm,FULL,3,4,100.0,10.487217771068845,0.7301772679204187,True
SM_10_40cm_mm,10–40 cm,FULL,3,4,300.0,13.452286506030386,0.5560335223819872,False
SM_10_40cm_mm,10–40 cm,FULL,3,4,1000.0,20.117844170124293,0.007064947664499832,False
SM_10_40cm_mm,10–40 cm,FULL,4,0,0.0,9.277771740102592,0.0285027605668825,False
SM_10_40cm_mm,10–40 cm,FULL,4,0,0.0001,9.27775970754575,0.028505280479745876,False
SM_10_40cm_mm,10–40 cm,FULL,4,0,0.001,9.277651426217492,0.028527957101705192,False
SM_10_40cm_mm,10–40 cm,FULL,4,0,0.01,9.276569768521508,0.02875446678789717,False
SM_10_40cm_mm,10–40 cm,FULL,4,0,0.1,9.265867680656841,0.0309941651835266,False
SM_10_40cm_mm,10–40 cm,FULL,4,0,1.0,9.169318530812351,0.05108278902656027,False
SM_10_40cm_mm,10–40 cm,FULL,4,0,10.0,8.748480679793186,0.13618751227659276,True
SM_10_40cm_mm,10–40 cm,FULL,4,0,30.0,8.787422187971908,0.12848033936241265,False
SM_10_40cm_mm,10–40 cm,FULL,4,0,100.0,10.066340617028159,-0.1436613576279564,False
SM_10_40cm_mm,10–40 cm,FULL,4,0,300.0,13.056810218998693,-0.9241033130181355,False
SM_10_40cm_mm,10–40 cm,FULL,4,0,1000.0,17.205776330838532,-2.341202132125092,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,0.0,14.354135905389851,0.3697486734631882,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,0.0001,14.354133454363534,0.36974888869905687,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,0.001,14.35411139545435,0.3697508257914477,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,0.01,14.353890838797215,0.36977019370343567,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,0.1,14.351688510452526,0.36996357214037523,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,1.0,14.329983901112614,0.37186778768183826,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,10.0,14.14041925496614,0.38837640203339807,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,30.0,13.841477478495905,0.41396364077241876,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,100.0,13.367188148782844,0.4534375609513964,True
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,300.0,13.463627683601285,0.44552260238175534,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,0,1,1000.0,15.257504968032114,0.28792342215834565,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,0.0,8.414461597964696,0.6928349391827413,True
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,0.0001,8.414462082238984,0.6928349038264336,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,0.001,8.414466440832623,0.6928345856104461,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,0.01,8.414510039146094,0.6928314025378621,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,0.1,8.414947259604043,0.6927994805641835,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,1.0,8.419442746222508,0.6924711636611254,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,10.0,8.475911871607885,0.6883321436908243,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,30.0,8.656934677384251,0.6748771974766061,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,100.0,9.47974870843287,0.6101363009261549,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,300.0,11.358150778796912,0.4403269327735073,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,1,2,1000.0,13.856693251263385,0.16701274825323043,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,0.0,9.579760694559411,0.7452236300220578,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,0.0001,9.579751325246033,0.7452241283807457,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,0.001,9.579667002620447,0.7452286135234496,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,0.01,9.578823894635205,0.7452734564888699,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,0.1,9.570404627956101,0.7457210413333981,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,1.0,9.487379655473536,0.7501137355460386,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,10.0,8.762372201981442,0.7868461317314273,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,30.0,7.683148181718263,0.8361191365812659,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,100.0,6.998348127363235,0.8640306850716445,True
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,300.0,9.971254889990329,0.7239743375593772,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,2,3,1000.0,14.98412039914976,0.3766781761933532,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,0.0,12.46636151270117,0.6187258194323977,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,0.0001,12.466357394517992,0.6187260713353535,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,0.001,12.466320332844168,0.6187283383374182,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,0.01,12.465949911563941,0.6187509960319106,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,0.1,12.462265202957912,0.6189763432987438,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,1.0,12.427327802904859,0.6211097140695361,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,10.0,12.235129661963454,0.6327387441649592,True
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,30.0,12.41625259580357,0.6217847455148149,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,100.0,14.60820527027427,0.4764578064824322,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,300.0,19.254822835989607,0.09042813825173335,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,3,4,1000.0,24.282327539524697,-0.44656711661221893,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,0.0,9.167198854152721,0.05152146179581463,True
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,0.0001,9.167205852533431,0.051520013629030914,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,0.001,9.167268837335088,0.051506980207505326,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,0.01,9.167898623517717,0.05137665386331014,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,0.1,9.174190315156705,0.0500741757676173,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,1.0,9.236502957375661,0.0371262406795978,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,10.0,9.808795139472739,-0.085889246766639,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,30.0,10.85279171322073,-0.32934326699818195,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,100.0,13.2783415233276,-0.9899486665297512,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,300.0,16.49484459192976,-2.070793836981518,False
SM_10_40cm_mm,10–40 cm,ONLY_C1,4,0,1000.0,19.612570748903188,-3.3413345096702862,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,0.0,13.735683668286644,0.4228878445068057,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,0.0001,13.735682387860393,0.42288795210239916,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,0.001,13.735670864045236,0.4228889204605175,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,0.01,13.735555627978815,0.4228986038218012,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,0.1,13.734403475521585,0.4229954154722462,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,1.0,13.722902833280958,0.4239613321909146,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,10.0,13.611631133945727,0.43326503984496967,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,30.0,13.41813044476678,0.4492637286859127,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,100.0,13.315756836534014,0.45763535402748334,True
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,300.0,14.26700833753093,0.377376525220114,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,0,1,1000.0,16.23985135718527,0.1932782604698272,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,0.0,8.14098994536652,0.7124763416367829,True
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,0.0001,8.140990263951235,0.7124763191332187,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,0.001,8.140993131411692,0.7124761165871147,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,0.01,8.141021825609977,0.7124740897381225,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,0.1,8.141310715921843,0.7124536832276256,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,1.0,8.14438416318114,0.7122365375406434,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,10.0,8.18767667989716,0.7091691194725687,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,30.0,8.327934971897541,0.6991196680045902,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,100.0,8.966109753003005,0.6512395331662646,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,300.0,10.464982552733439,0.5248878178295113,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,1,2,1000.0,12.737445996196746,0.29614392993005834,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,0.0,8.99539433337317,0.7753583721757356,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,0.0001,8.995388104611466,0.7753586832768684,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,0.001,8.995332047005972,0.7753614831149467,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,0.01,8.994771594666734,0.7753894743574161,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,0.1,8.989179424484117,0.7756686742940058,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,1.0,8.934475104198956,0.7783907363100382,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,10.0,8.494373597168277,0.7996854291604054,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,30.0,8.020940334522228,0.8213922102083797,True
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,100.0,8.656056255155741,0.7919872453881565,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,300.0,11.986041197204802,0.6011575669615525,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,2,3,1000.0,16.153901765838214,0.2755562001964881,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,0.0,11.592769285741278,0.6702898262275935,True
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,0.0001,11.59276931806432,0.670289824388993,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,0.001,11.592769609671384,0.6702898078017885,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,0.01,11.592772594998797,0.6702896379902533,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,0.1,11.592809361934696,0.6702875466080807,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,1.0,11.59385656515187,0.6702279766581383,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,10.0,11.66199355556237,0.6663404522440233,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,30.0,12.04882000650281,0.6438384801626016,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,100.0,13.971379711082927,0.5211091330566455,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,300.0,17.88629474167429,0.2151281939827524,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,3,4,1000.0,22.836887096759888,-0.27947490484139004,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,0.0,11.097874387864598,-0.3900608561090573,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,0.0001,11.097869035204967,-0.3900595152178965,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,0.001,11.097820864324122,-0.39004744799206414,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,0.01,11.097339457910568,-0.3899268543636685,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,0.1,11.092555500616283,-0.3887287442215388,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,1.0,11.04759962317001,-0.3774950824948218,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,10.0,10.798629127811445,-0.3161077779674848,True
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,30.0,10.816663181094198,-0.3205073320982663,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,100.0,11.97032804282117,-0.6172095919797889,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,300.0,14.638125782906835,-1.4183834010792573,False
SM_10_40cm_mm,10–40 cm,ONLY_C2,4,0,1000.0,18.174101788428647,-2.727864482243188,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,0.0,13.71021982716904,0.42502561514857706,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,0.0001,13.710215835550157,0.42502594994675047,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,0.001,13.710179911482708,0.425028963083778,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,0.01,13.709820720548668,0.4250590898479457,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,0.1,13.706233777918376,0.42535989761519677,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,1.0,13.670853813073386,0.4283227110363885,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,10.0,13.359832681333552,0.454038901501879,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,30.0,12.866614133157292,0.4936063929520882,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,100.0,12.13230177206031,0.5497579334381558,True
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,300.0,12.284077710486924,0.5384223506330195,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,0,1,1000.0,14.39466855466471,0.3661842898323009,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,0.0,7.773572937006568,0.7378435759326173,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,0.0001,7.773572477059175,0.7378436069552015,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,0.001,7.773568337796655,0.7378438861405687,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,0.01,7.773526971303093,0.7378466762235449,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,0.1,7.773115914499278,0.7378744003335036,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,1.0,7.769261197829426,0.7381343139625478,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,10.0,7.751978405401263,0.7392980633518582,True
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,30.0,7.794719913457909,0.7364153121522876,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,100.0,8.106322724909447,0.714919883081516,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,300.0,8.81163837156698,0.6631531582293144,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,1,2,1000.0,11.014745575004504,0.47365792417463926,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,2,3,0.0,9.622940245438373,0.7429217098225861,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,2,3,0.0001,9.622935663893351,0.742921954615851,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,2,3,0.001,9.622894430463173,0.74292415772461,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,2,3,0.01,9.622482143184095,0.7429461857806743,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,2,3,0.1,9.618363969557214,0.7431661634740805,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,2,3,1.0,9.57764906757814,0.7453359362435682,False
SM_10_40cm_mm,10–40 cm,ONLY_C3,2,3,10.0,9.214322753670679,0.7642907285489511,False
