grid_id,longitude,latitude,corrected_aet_records,corrected_fraction,minimum_raw_aet_mm,median_total_soil_moisture_mm,median_total_runoff_mm
SL_7.9500_79.7500,79.75,7.949999999999989,93,0.25833333333333336,-0.13044211,165.79988,3.0405835e-20
SL_8.7500_81.1500,81.15000000000003,8.75,93,0.25833333333333336,-0.32669234,165.812185,4.8789152375148e-14
