suspect_grid_id,month,variable,suspect_climatology,neighbour_median_climatology,suspect_standard_deviation,neighbour_standard_deviation
SL_7.9500_79.7500,10,PET_mm,130.3070175666667,129.05911666666665,9.453293073151892,9.574724508221287
SL_7.9500_79.7500,10,actual_evapotranspiration_mm_raw,-0.0023248411939666663,100.99000963333332,0.004985313051017093,14.192503326285106
SL_7.9500_79.7500,10,total_runoff_mm,3.071881413424819e-07,10.782414519333333,6.851825169190931e-07,6.695049595671783
SL_7.9500_79.7500,10,soil_moisture_total_mm,165.8008523333333,566.8219615,0.002126320576818164,74.45825065901245
SL_7.9500_79.7500,11,precipitation_mm,304.4398326666667,311.536546,106.92675870828836,110.32790572267974
SL_7.9500_79.7500,11,PET_mm,113.10824513333336,109.97661666666666,7.812157633603754,7.774427019227773
SL_7.9500_79.7500,11,actual_evapotranspiration_mm_raw,-0.0005698515564800003,121.65555660000003,0.010407369486408824,13.51419997834074
SL_7.9500_79.7500,11,total_runoff_mm,6.317540471313412e-07,37.85605319666666,2.0915505578644667e-06,59.73380090825316
SL_7.9500_79.7500,11,soil_moisture_total_mm,165.80215799999996,703.2307239999999,0.004107082528576361,96.09657314782889
SL_7.9500_79.7500,12,precipitation_mm,161.75157476666666,171.1183458333333,80.80879802242558,83.79403223504767
SL_7.9500_79.7500,12,PET_mm,119.73807063333334,114.87486666666668,7.140139600104909,6.8869968818473195
SL_7.9500_79.7500,12,actual_evapotranspiration_mm_raw,-0.0003152189791166667,129.4571321,0.011904554347934006,25.017886892881187
SL_7.9500_79.7500,12,total_runoff_mm,5.680941719000162e-07,17.447561018166663,1.483913731735519e-06,35.25659118067934
SL_7.9500_79.7500,12,soil_moisture_total_mm,165.8023606666666,727.6271235,0.006411427800169709,104.19944542612514
SL_8.7500_81.1500,1,precipitation_mm,134.09644653333334,127.71037111666666,104.24159773320994,97.91014557728481
SL_8.7500_81.1500,1,PET_mm,121.1390196,115.73671666666665,7.776809587264889,7.68635350708771
SL_8.7500_81.1500,1,actual_evapotranspiration_mm_raw,-0.010304165828366666,145.55634348333334,0.03141176943143282,27.983940548814306
SL_8.7500_81.1500,1,total_runoff_mm,1.4852953164333515e-06,42.288317214900005,3.360428127398254e-06,81.16518828770859
SL_8.7500_81.1500,1,soil_moisture_total_mm,165.80875666666665,718.4378334999999,0.014858715388234292,122.33880667269793
SL_8.7500_81.1500,2,precipitation_mm,46.49768020333333,46.10421330166666,61.34250953890512,60.34494539730523
SL_8.7500_81.1500,2,PET_mm,127.0741185,122.20074999999999,8.747676721596918,8.69050304062647
SL_8.7500_81.1500,2,actual_evapotranspiration_mm_raw,-0.04465716160770001,131.03748381666668,0.08658286441325629,23.737764896116577
SL_8.7500_81.1500,2,total_runoff_mm,8.039493573213336e-06,15.605939882173216,1.2410678939561855e-05,50.24290948899599
SL_8.7500_81.1500,2,soil_moisture_total_mm,165.83726833333333,649.7799303333334,0.034625622372930306,128.32255451952236
SL_8.7500_81.1500,3,precipitation_mm,34.61299275333333,36.75371830833333,42.66532305998227,45.08986745641727
SL_8.7500_81.1500,3,PET_mm,152.93666666666664,151.85725000000002,8.842686619442327,8.968085718881534
SL_8.7500_81.1500,3,actual_evapotranspiration_mm_raw,-0.05165478382333334,117.60859063333332,0.06864924697616408,26.829053186956063
SL_8.7500_81.1500,3,total_runoff_mm,1.3722431559666668e-05,1.0057191305913333,1.261572774937755e-05,2.0908179416019514
SL_8.7500_81.1500,3,soil_moisture_total_mm,165.898627,556.2366408333334,0.08427437100287906,116.54195079479756
SL_8.7500_81.1500,4,precipitation_mm,85.45417333333334,90.53349111666667,52.50814033522606,55.03598899077232
SL_8.7500_81.1500,4,PET_mm,156.6439226666667,154.55048333333332,10.107760445072486,10.068633284375286
SL_8.7500_81.1500,4,actual_evapotranspiration_mm_raw,0.04169728782986666,93.62927175000002,0.028494960725750744,22.530909548652275
SL_8.7500_81.1500,4,total_runoff_mm,5.816362881736719e-07,0.7771305552999999,8.374803261533723e-07,1.0298641030324507
SL_8.7500_81.1500,4,soil_moisture_total_mm,165.89079666666663,496.51764383333335,0.05878620013605634,105.51063475823777
SL_8.7500_81.1500,5,precipitation_mm,50.667982666666674,52.08054238333333,29.45811979238006,30.330745837011314
SL_8.7500_81.1500,5,PET_mm,174.03215600000004,170.33268333333334,9.841516840046278,9.88819447753606
SL_8.7500_81.1500,5,actual_evapotranspiration_mm_raw,0.027089415499999995,80.21125118333333,0.01483540554423648,17.011548496718692
SL_8.7500_81.1500,5,total_runoff_mm,2.386086194047451e-09,0.3840162306666667,9.659380281868371e-09,0.41236151163553647
SL_8.7500_81.1500,5,soil_moisture_total_mm,165.85664533333335,469.8915096666667,0.039168623062901635,91.66211572539255
SL_8.7500_81.1500,6,precipitation_mm,4.41433666,4.159977388333334,2.8622813969103054,2.767514569666649
SL_8.7500_81.1500,6,PET_mm,171.10352933333334,167.43644999999998,11.350487163486351,11.22027535800627
SL_8.7500_81.1500,6,actual_evapotranspiration_mm_raw,0.015292892133333331,42.58099100000001,0.007634051022121943,12.879599512907136
SL_8.7500_81.1500,6,total_runoff_mm,5.298416000000001e-20,0.011401211932642931,1.2242838804557266e-35,0.0373009508921238
SL_8.7500_81.1500,6,soil_moisture_total_mm,165.836295,433.35025349999995,0.029829912290203278,74.53723628713806
SL_8.7500_81.1500,7,precipitation_mm,39.368563233333326,37.22469816666666,17.120040311799464,15.846269094193632
SL_8.7500_81.1500,7,PET_mm,174.35451000000006,171.37095,10.437661492853655,10.41733132428011
SL_8.7500_81.1500,7,actual_evapotranspiration_mm_raw,0.011194756466666667,64.06768721666667,0.006061953947929596,19.03744895351845
SL_8.7500_81.1500,7,total_runoff_mm,5.4750296e-20,0.9932607781666666,0.0,1.01788349705242
SL_8.7500_81.1500,7,soil_moisture_total_mm,165.82298666666662,415.613517,0.024415182576213886,65.23791886415567
SL_8.7500_81.1500,8,precipitation_mm,45.560781166666665,43.08314721666667,24.553099447577083,23.333556867314392
SL_8.7500_81.1500,8,PET_mm,173.65137300000004,170.3670666666667,9.83045132967407,9.724986408760413
SL_8.7500_81.1500,8,actual_evapotranspiration_mm_raw,0.007521608116666665,53.885819266666665,0.006484900933331126,15.80532917258948
SL_8.7500_81.1500,8,total_runoff_mm,5.4750296e-20,0.20741397611666665,0.0,0.1817701741932044
SL_8.7500_81.1500,8,soil_moisture_total_mm,165.813607,407.2231938333334,0.019874084867240977,59.33178414691587
SL_8.7500_81.1500,9,precipitation_mm,87.50916443333332,91.25952551666666,50.13914136386308,52.03083572193151
SL_8.7500_81.1500,9,PET_mm,168.026666,165.28036666666665,9.94324068283735,9.89459695205814
SL_8.7500_81.1500,9,actual_evapotranspiration_mm_raw,0.005229898983333333,68.41288606666667,0.007131462616900877,19.578183563266684
SL_8.7500_81.1500,9,total_runoff_mm,7.847889000494514e-10,1.5133291830666666,3.4727459680654575e-09,1.79957517397514
SL_8.7500_81.1500,9,soil_moisture_total_mm,165.80743666666663,402.4906891666667,0.01430668720740688,51.799644088725856
SL_8.7500_81.1500,10,precipitation_mm,185.63603879999997,188.38581383333334,88.01161869314923,88.50189634679802
SL_8.7500_81.1500,10,PET_mm,139.06725466666666,135.86083333333335,10.165982432831546,10.151836334932925
SL_8.7500_81.1500,10,actual_evapotranspiration_mm_raw,0.0006137473059299999,97.22026878333334,0.006423577986240633,21.649331404081103
SL_8.7500_81.1500,10,total_runoff_mm,1.9065475358765085e-07,4.011314063,3.958557049412927e-07,4.4486805709365145
SL_8.7500_81.1500,10,soil_moisture_total_mm,165.8039403333333,434.8245671666667,0.009089684370429712,62.65148286307764
SL_8.7500_81.1500,11,precipitation_mm,389.70688866666666,383.5714025,167.9401305175825,161.0618713767304
SL_8.7500_81.1500,11,PET_mm,112.17450986666668,108.8088,6.994730457320114,7.0465713178773
SL_8.7500_81.1500,11,actual_evapotranspiration_mm_raw,-0.0017218198834000004,120.57854278333335,0.01835239445240241,18.19054833787441
SL_8.7500_81.1500,11,total_runoff_mm,4.630303108500071e-07,53.19506559666667,1.3841693736926267e-06,69.94292351618692
SL_8.7500_81.1500,11,soil_moisture_total_mm,165.80436466666663,583.8413158333334,0.007895493141915887,100.86280681529978
SL_8.7500_81.1500,12,precipitation_mm,269.8368566666667,263.23834999999997,167.55174805318347,162.48614296136006
SL_8.7500_81.1500,12,PET_mm,109.75764746666665,105.0595,7.553829058001913,7.517390612485802
SL_8.7500_81.1500,12,actual_evapotranspiration_mm_raw,-0.0013769105915046665,140.14130735,0.013433906776548696,29.591381526163396
SL_8.7500_81.1500,12,total_runoff_mm,5.456556413266886e-07,84.02594623233334,1.211472904392077e-06,103.41269551783218
SL_8.7500_81.1500,12,soil_moisture_total_mm,165.8056453333333,724.2939961666667,0.014015709593247027,127.07581020314643
