region_id,native_cell_count,longitude_mean,latitude_mean,small_region_lt_4_cells,mean_observed_precipitation_mm,rmse_mm,normalized_rmse_by_mean,mae_mm,maximum_absolute_error_mm,mean_bias_mm,r_squared
MYS_05_29,1,114.25,3.25,True,308.96182337556417,14.831732476558146,0.04800506520357101,12.463302849834768,24.414604469268454,-0.012383888099660586,0.8806944427282599
MYS_01_25,1,112.25,1.25,True,327.2852824448329,15.62810893567084,0.0477507232189859,12.042260244922183,32.363592215249525,-0.255996164132803,0.9440818132938879
MYS_02_26,1,112.75,1.75,True,342.08234462677484,16.252163886567832,0.04750950799375389,12.759401821345074,29.265276726575735,-0.20119187473879188,0.9454380281038819
MYS_09_35,1,117.25,5.25,True,279.73498705719305,13.285755201370872,0.04749407766664004,10.790438255212075,22.457745636712104,-0.021238033334427087,0.873421095664031
MYS_02_27,1,113.25,1.75,True,347.7520083154615,16.51004200097253,0.04747648210846715,13.999617684352131,30.44523495659581,-0.19288384330347697,0.9331086941355956
MYS_03_23,1,111.25,2.25,True,295.59593939272065,13.978079278473109,0.04728779193377963,11.537965768460863,25.919255741089046,0.6301266057054823,0.9718875569245499
MYS_04_30,1,114.75,2.75,True,291.5532315485037,13.775823322284545,0.04724977064777537,10.060354111760432,36.345175810040644,-0.6213502404768197,0.829020898359168
MYS_10_35,1,117.25,5.75,True,281.2948646839485,13.1677044231523,0.04681103737157448,11.447546983141349,21.217111039557608,0.05213522681215702,0.9349018515046246
MYS_10_33,1,116.25,5.75,True,235.05822926960298,10.93258611172412,0.04651011855953724,9.847768110186779,18.78116502185884,-0.04837473070055628,0.9379497113492105
MYS_09_04,1,101.75,5.25,True,250.37351605883748,11.463658997982911,0.04578622842556944,10.177533208419716,18.427861661029,0.5641426553781498,0.9851568409634032
MYS_08_35,1,117.25,4.75,True,260.67002750248713,11.905194334914784,0.04567151217568039,10.32531911619985,22.332166684281447,-0.16788336822069994,0.8405797906063135
MYS_07_07,1,103.25,4.25,True,259.46276922505524,11.758902410584863,0.0453201915855038,10.250252448147211,21.246467009199932,-0.09450656795717194,0.9953219940066228
MYS_07_35,1,117.25,4.25,True,261.7234590001984,11.851171683228761,0.04528127409174956,10.279127603015425,17.805990634570918,-0.28434267380733047,0.8765827809274241
MYS_01_29,1,114.25,1.25,True,333.863033738788,15.009325221162422,0.04495653517875121,11.742756891362253,28.610136547647244,-0.34060653697618665,0.9175642796465493
MYS_09_05,1,102.25,5.25,True,270.3652468178345,12.134716201736246,0.0448826775799048,10.21037302454264,22.50647783788085,0.16741986067161227,0.9935175433728551
MYS_04_24,1,111.75,2.75,True,306.8431250718122,13.726426284838816,0.044734345218346815,12.323187646499866,21.71178014335908,0.6938542968075817,0.9791929738101007
