component_count,run_index,random_seed,rss,relative_frobenius_error,explained_variance,iterations,converged,convergence_warning,mean_component_stability,minimum_component_stability
3,43,20290848,35977.68338669555,0.053635894340275346,0.990223632240565,5000,False,True,0.9338585309624413,0.8428052244564561
3,44,20290849,35717.191238822954,0.053441369427386205,0.9902944168713783,1410,True,False,0.9939318629510576,0.9872559445585039
3,45,20290850,35950.73509867351,0.05361580318716711,0.9902309550126112,5000,False,True,0.9497331508529117,0.8963036960296941
3,46,20290851,35720.01538293436,0.053443482179540557,0.9902936494547789,5000,False,True,0.994228673328544,0.9883807133819477
3,47,20290852,35718.43931211088,0.05344230312570741,0.9902940777271559,4370,True,False,0.9836707851201534,0.9720793935324461
3,48,20290853,35717.31262281841,0.05344146023689848,0.9902943838871929,2150,True,False,0.9963303325855195,0.9924105618647864
3,49,20290854,35717.35051952148,0.0534414885880602,0.9902943735893618,4240,True,False,0.9987074941941203,0.9971247374092987
3,50,20290855,35722.88195731845,0.05344562658852076,0.9902928705084224,5000,False,True,0.9788689958298148,0.9684023512616562
3,51,20290856,35717.35707689945,0.05344149349374355,0.9902943718074978,3150,True,False,0.9988483489063628,0.9971258506260897
3,52,20290857,35717.71546614312,0.053441761610003496,0.990294274420876,4920,True,False,0.9961771256905879,0.989480926998995
3,53,20290858,35717.18393943597,0.053441363966580877,0.9902944188548716,1640,True,False,0.9947726446605233,0.9905866021634991
3,54,20290859,35718.02037109063,0.0534419897128165,0.9902941915677677,3100,True,False,0.9774578948795677,0.9421157233633101
3,55,20290860,35717.18344235451,0.053441363594705096,0.9902944189899456,1740,True,False,0.9962541283501528,0.9904405593978214
3,56,20290861,35717.61508645889,0.0534416865146222,0.9902943016974712,1260,True,False,0.9969409153433602,0.9948171853632365
3,57,20290862,35717.170078831354,0.053441353597206726,0.9902944226212722,1130,True,False,0.9928866686690613,0.979594449160667
3,58,20290863,35718.608288467476,0.05344242953765546,0.9902940318104975,4960,True,False,0.9855755887552661,0.9704223302253725
3,59,20290864,35736.76543023422,0.05345601123259336,0.9902890978937284,3720,True,False,0.9853820818070854,0.9720215106131895
3,60,20290865,35717.29572591037,0.05344144759603219,0.990294388478661,1350,True,False,0.990062794722313,0.9813201317685206
3,61,20290866,35717.605150576586,0.05344167908145032,0.9902943043973905,5000,False,True,0.9989372458084858,0.9971221951313867
3,62,20290867,35717.33637228204,0.0534414780042739,0.9902943774336509,3110,True,False,0.9987501013895684,0.9971245627222617
3,63,20290868,35807.41864151124,0.05350882762360796,0.9902698989984187,5000,False,True,0.9668563673066052,0.9343754048521071
3,64,20290869,35717.14295046364,0.05344133330196828,0.990294429992978,910,True,False,0.9944842166956311,0.9880182497439705
3,65,20290870,35717.29574970988,0.05344144761383702,0.9902943884721939,2650,True,False,0.994029603017367,0.9860266385642795
3,66,20290871,35718.654428982365,0.05344246405552357,0.9902940192725406,5000,False,True,0.9957514637594275,0.9876204667389759
3,67,20290872,35717.27802713215,0.053441434355269886,0.9902943932880247,2640,True,False,0.9987436372737055,0.9973508334951892
3,68,20290873,35717.283077345135,0.053441438133421955,0.9902943919157091,1790,True,False,0.9960326486359309,0.9915172622617704
3,69,20290874,35917.864824426535,0.053591286731893756,0.9902398869909694,5000,False,True,0.9441998427631955,0.8542952509075464
3,70,20290875,35736.92079554301,0.05345612743226288,0.9902890556756573,5000,False,True,0.9858348458658366,0.9742877470040829
3,71,20290876,35721.86138028205,0.05344486313151799,0.9902931478341281,5000,False,True,0.9860008664417581,0.9723428694578298
3,72,20290877,35736.51526342984,0.053455824129161535,0.9902891658726101,2050,True,False,0.9935940623165576,0.9840888920106964
3,73,20290878,35736.7438746308,0.05345599511086636,0.9902891037511234,1910,True,False,0.9822842542501321,0.9692684197627583
3,74,20290879,35717.16470869979,0.05344134957971164,0.9902944240805207,920,True,False,0.9878351776771958,0.9730535862027765
3,75,20290880,35950.05648226961,0.05361529715112704,0.9902311394159109,3180,True,False,0.9792643314991606,0.9429809211631462
3,76,20290881,35717.289746595954,0.05344144312280396,0.9902943901034454,4160,True,False,0.9893664383788495,0.9725724817474806
3,77,20290882,35717.42187405056,0.053441541969544155,0.9902943541998945,3540,True,False,0.9977452875854516,0.9971261607202339
3,78,20290883,35950.10673223996,0.053615334622085564,0.9902311257612744,4130,True,False,0.9766451151014848,0.946495449077477
3,79,20290884,35717.35884144825,0.05344149481383174,0.9902943713280096,4610,True,False,0.9874830708347536,0.9663093129944847
3,80,20290885,35717.30300287995,0.05344145304005813,0.9902943865012594,2450,True,False,0.9685417489364575,0.9307344785428223
3,81,20290886,35717.36286562118,0.05344149782438204,0.9902943702345041,4350,True,False,0.9951047151645985,0.988713700260127
3,82,20290887,35717.35673626259,0.05344149323890748,0.9902943719000605,4590,True,False,0.9852807957451724,0.9771325442527105
3,83,20290888,35717.33383298479,0.05344147610458297,0.9902943781236648,4030,True,False,0.9985465330069685,0.9971208858347279
3,84,20290889,35717.231241018206,0.0534413993537525,0.9902944060014129,1630,True,False,0.9982559620966014,0.9969880352170807
3,85,20290890,35717.35464441514,0.0534414916739617,0.9902943724684871,3570,True,False,0.993282891928651,0.9832539850858262
3,86,20290891,35717.37878058145,0.053441509730625274,0.9902943659098647,3160,True,False,0.9915644358357429,0.9796575128653754
3,87,20290892,35993.06310477601,0.053647357235015604,0.990219453044857,2280,True,False,0.970197080139752,0.9530499160338841
3,88,20290893,35736.83481636484,0.053456063127384795,0.9902890790391423,4930,True,False,0.9860403457329204,0.9728092675056791
3,89,20290894,35717.28351489678,0.05344143846076193,0.9902943917968113,2750,True,False,0.9935781319591869,0.9851411084694304
3,90,20290895,35717.18317478723,0.05344136339453309,0.9902944190626528,1120,True,False,0.9936712776555732,0.9852329999114613
3,91,20290896,35717.41181145705,0.05344153444155749,0.9902943569342455,3680,True,False,0.9800905688886475,0.9484085706169165
3,92,20290897,35717.25761889704,0.05344141908751191,0.9902943988336407,4360,True,False,0.9984762212220012,0.997123554156506
3,93,20290898,35717.311686709734,0.053441459536579625,0.9902943841415657,2700,True,False,0.996532300115268,0.9927228425197534
3,94,20290899,35736.5631898598,0.053455859974093994,0.9902891528493589,1700,True,False,0.9870116534541372,0.977493618893366
3,95,20290900,35954.996692321634,0.053618980896813676,0.990229796991782,5000,False,True,0.9515140950199549,0.8788138717567724
3,96,20290901,35953.6269978443,0.0536179595878411,0.9902301691846435,5000,False,True,0.9385491414359635,0.8690454336194253
3,97,20290902,35717.29015701136,0.05344144342984281,0.9902943899919215,1270,True,False,0.9914485367114919,0.985660791445184
3,98,20290903,35949.97344731573,0.05361523523263882,0.9902311619793494,2850,True,False,0.9856193149458375,0.975003165434916
3,99,20290904,35736.75897322773,0.053456006403311475,0.990289099648318,3520,True,False,0.9830773268740841,0.970374442187284
4,0,20300805,18955.351225671133,0.038931832549068714,0.9948491824056702,5000,False,True,0.9102370168192646,0.7543272731879412
4,1,20300806,18874.408333328465,0.0388486205207825,0.9948711773594461,5000,False,True,0.9515722245209315,0.8879423188246711
4,2,20300807,18789.318221909063,0.038760952408274325,0.9948942992545661,5000,False,True,0.9739745177280268,0.9268743361338517
4,3,20300808,18916.894922112653,0.03889232036898066,0.9948596322993505,5000,False,True,0.9246860037987343,0.8916066832099965
4,4,20300809,18852.306155581762,0.038825867737821665,0.994877183277493,5000,False,True,0.9682277189693731,0.9219740358440375
4,5,20300810,18899.949198728835,0.03887489662773063,0.9948642370322892,5000,False,True,0.9751908200033785,0.9528764094364679
4,6,20300811,18938.25292517273,0.03891426974200432,0.9948538285990323,5000,False,True,0.9257195712491995,0.8430123944667773
4,7,20300812,18899.47865015821,0.038874412694130944,0.9948643648964385,5000,False,True,0.9487776101252026,0.9125074137425931
4,8,20300813,18782.27811744523,0.03875369012454317,0.9948962122918665,4770,True,False,0.9890165652952467,0.970194425881077
4,9,20300814,18782.16678440391,0.03875357526700165,0.9948962425448638,4040,True,False,0.9820209593846403,0.9610461352152351
4,10,20300815,18782.159120539465,0.03875356736050765,0.994896244627398,4990,True,False,1.0,0.9999999999999998
