rank,region_id,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,region_lon_min,region_lon_max,region_lat_min,region_lat_max,small_region_lt_4_cells,very_small_region_lt_2_cells,precipitation_peak_month,soil_moisture_peak_month,runoff_peak_month,aet_peak_month,pet_peak_month,peak_month_forward_lag,peak_month_shortest_signed_lag,best_precipitation_lag_0_to_6,best_lag_correlation,corr_precipitation_soil_moisture,corr_precipitation_runoff,corr_soil_moisture_runoff,corr_precipitation_aet,corr_pet_aet,precipitation_mean_mm,precipitation_amplitude_mm,precipitation_seasonality_ratio,soil_moisture_mean_mm,soil_moisture_amplitude_mm,soil_moisture_seasonality_ratio,runoff_mean_mm,runoff_amplitude_mm,runoff_control_class,corr_precipitation_lag_0_soil_moisture,corr_precipitation_lag_1_soil_moisture,corr_precipitation_lag_2_soil_moisture,corr_precipitation_lag_3_soil_moisture,corr_precipitation_lag_4_soil_moisture,corr_precipitation_lag_5_soil_moisture,corr_precipitation_lag_6_soil_moisture,asynchrony_rank
80,MYS_01_25,1,112.25,1.25,25,1,112.0,112.5,1.0,1.5,True,True,12,11,12,3,8,11,-1,0,0.8082972019944529,0.8082972019944529,0.9806141655582954,0.8717742903528318,0.042034627657391695,0.5140522851523286,327.2852824448329,202.7599679201387,0.6195205797386134,894.3237142985646,31.687361054654502,0.03543164577661626,206.33680607575312,156.87026489527292,mixed,0.8082972019944529,0.7714614059851882,0.5000124038618166,0.10717410054060847,-0.23976814117096876,-0.5378857782732609,-0.6717133626538259,1
81,MYS_02_20,1,109.75,1.75,20,2,109.5,110.0,1.5,2.0,True,True,1,1,1,3,8,0,0,0,0.8011152541014609,0.8011152541014609,0.9277725956342391,0.6897230441421547,-0.2232144021576232,0.33431761095955187,275.22773439810254,310.0735712457996,1.1266072873211765,898.0299777560764,22.18033447265634,0.02469887979472438,204.66574234962465,474.40981801350915,precipitation-dominant,0.8011152541014609,0.5768526011746846,0.22702845823341905,0.10875519933421117,-0.07651099179978481,-0.3420605744588467,-0.6189484995208121,12
82,MYS_10_37,1,118.25,5.75,37,10,118.0,118.5,5.5,6.0,True,True,12,11,12,3,8,11,-1,0,0.8002395444097463,0.8002395444097463,0.9540997844575578,0.7960567146095714,-0.29071818260011745,0.3053754005065559,237.929685769009,197.86516151070035,0.8316119145502306,845.9849029872565,132.5116189597801,0.15663591453212514,149.0268731874646,328.718110942505,precipitation-dominant,0.8002395444097463,0.5774926372093688,0.16371029304524248,-0.34557525729709065,-0.7064967900286773,-0.8453053696491204,-0.7522008446109453,1
83,MYS_01_20,1,109.75,1.25,20,1,109.5,110.0,1.0,1.5,True,True,1,1,1,3,8,0,0,0,0.7990318327973482,0.7990318327973482,0.9362159492550757,0.6992150658721892,-0.20444454354331779,0.32741808932205424,276.7998371627277,312.30025743231715,1.1282530388510277,897.4165238284681,22.99497879212163,0.02562352952230338,203.05099852037236,461.96234890160315,precipitation-dominant,0.7990318327973482,0.5891797826041841,0.2602090433385603,0.1326760453761262,-0.07319813909088445,-0.3557353465500854,-0.6364615418908618,12
84,MYS_01_23,1,111.25,1.25,23,1,111.0,111.5,1.0,1.5,True,True,12,12,12,3,8,0,0,0,0.7970267574340193,0.7970267574340193,0.975823987152613,0.8551436970665669,0.07106927898417836,0.3166383872164075,306.37813933372166,207.2867586540084,0.6765716349893417,893.5838193016607,35.18314611985397,0.039373078786665745,179.96046654470942,191.55547010312068,mixed,0.7970267574340193,0.7424425279671162,0.4650058544484476,0.09287462471356746,-0.1973727653937301,-0.47620759631464366,-0.6330611473812754,12
85,MYS_08_38,1,118.75,4.75,38,8,118.5,119.0,4.5,5.0,True,True,12,12,12,3,8,0,0,0,0.7956627108094875,0.7956627108094875,0.827408242354813,0.73509845402811,-0.4309914610490406,0.43494065105203195,188.95923360416828,118.18812060295787,0.6254688820898707,818.8845286459192,101.4805570320741,0.12392535636236655,62.19025931400528,76.84513027703208,mixed,0.7956627108094875,0.6352663155038705,0.28646469574131384,-0.20224949002902462,-0.5991330160661594,-0.7459883135015906,-0.714136231252753,12
86,MYS_03_27,1,113.25,2.25,27,3,113.0,113.5,2.0,2.5,True,True,12,11,1,3,8,11,-1,0,0.7954152781468321,0.7954152781468321,0.970176818323633,0.8606675095429788,-0.1688324463708507,0.6060406498487444,338.26444637042925,210.92915561252173,0.6235628895551611,893.2760782307083,28.742545217685688,0.03217655315993169,206.69523587879473,203.8978631091244,mixed,0.7954152781468321,0.7546939745949032,0.3673326424935184,-0.0010916736188361757,-0.348650504186204,-0.562710703864467,-0.686662555894872,1
87,MYS_06_02,1,100.75,3.75,2,6,100.5,101.0,3.5,4.0,True,True,11,11,11,1,3,0,0,0,0.7936432044686831,0.7936432044686831,0.9564547892510954,0.8219531558253487,-0.24169626598841285,0.4547080552129763,218.37806802325778,248.6295337677002,1.1385279484257576,876.5033343844943,56.5758076985677,0.06454716768225058,79.46810865799587,175.59198097785315,mixed,0.7936432044686831,0.7731826253643005,0.1641986469688696,-0.548877465744205,-0.7436817070932326,-0.40013965355866177,-0.04976657598766886,12
88,MYS_10_05,1,102.25,5.75,5,10,102.0,102.5,5.5,6.0,True,True,12,11,12,1,3,11,-1,0,0.7926275943430581,0.7926275943430581,0.9767165172435301,0.7725905605297342,0.4008464939388846,-0.5093908461415555,255.4203517254601,494.41721061559815,1.9357001400852547,785.1967238172538,183.13390803995355,0.23323315353335075,121.80064023526977,493.5658604191295,precipitation-dominant,0.7926275943430581,0.6428053779142379,0.2593273309447236,-0.16004518387078503,-0.5123181799958443,-0.7042122871571205,-0.67141240927656,1
89,MYS_01_22,1,110.75,1.25,22,1,110.5,111.0,1.0,1.5,True,True,1,12,1,3,8,11,-1,0,0.792240164383895,0.792240164383895,0.9700739268050165,0.7943513103696309,-0.0328509519891955,0.30268384005658394,303.2268428384017,237.22444570228535,0.7823332640399158,895.3166304847674,31.770157109013326,0.03548482852576014,186.87098151973524,251.20859153232877,precipitation-dominant,0.792240164383895,0.7284092424797566,0.44621039135731355,0.13637192067431783,-0.16559334498891803,-0.4665006609656527,-0.6675383402296206,1
90,MYS_05_29,1,114.25,3.25,29,5,114.0,114.5,3.0,3.5,True,True,12,11,1,3,4,11,-1,0,0.7916300853423931,0.7916300853423931,0.8857759960887871,0.8854531919257382,-0.059555260508320815,0.7552996188302435,308.96182337556417,131.25955236560475,0.42484068397683494,886.5453923667482,31.04011907557276,0.035012441937921676,199.36558203193115,183.7160625007248,mixed,0.7916300853423931,0.6658053769380115,-0.11886638025215679,-0.5765620785220374,-0.5394215188321374,-0.2622392366132858,-0.15088292470575534,1
91,MYS_02_24,1,111.75,1.75,24,2,111.5,112.0,1.5,2.0,True,True,1,11,1,3,8,10,-2,0,0.7908234582008361,0.7908234582008361,0.9813487873668509,0.833564914443624,-0.02881047751459889,0.45436300310560407,313.94341745554306,230.71143742613643,0.7348822258992165,895.6164208730061,27.480268183840963,0.030683077647297323,199.77048323503186,218.30534633076135,mixed,0.7908234582008361,0.7016751439212161,0.43396443573681875,0.06924031260058038,-0.2376003305833021,-0.5290647483189629,-0.7062648576099384,2
92,MYS_03_26,1,112.75,2.25,26,3,112.5,113.0,2.0,2.5,True,True,1,11,1,3,8,10,-2,0,0.7908040796193314,0.7908040796193314,0.9838095054590531,0.8275488851821674,-0.12855273673369966,0.5513123376186132,337.21778079024483,246.61621199027567,0.7313262409009065,895.5411988418822,25.605830937138307,0.028592577282041162,218.19258415026218,235.94842646735052,precipitation-dominant,0.7908040796193314,0.6392090110110582,0.26735514141220235,-0.07569253216722804,-0.4191202214801252,-0.6378926951748559,-0.7723747959400239,2
93,MYS_11_04,1,101.75,6.25,4,11,101.5,102.0,6.0,6.5,True,True,11,11,12,1,3,0,0,0,0.7907075263066411,0.7907075263066411,0.9332340516997143,0.7764763948909383,0.33185027338768275,-0.5286197862314914,233.51702003819602,393.2673033314659,1.6841055237307316,787.2675833686949,208.4445050048829,0.26476957696258113,109.63210733232582,445.6219939706084,precipitation-dominant,0.7907075263066411,0.7421026602645129,0.3888807274153285,-0.05038487688574651,-0.42828769819163426,-0.6403809015622897,-0.6314426412878996,12
94,MYS_05_03,1,101.25,3.25,3,5,101.0,101.5,3.0,3.5,True,True,11,11,11,1,3,0,0,0,0.7846603355892818,0.7846603355892818,0.9678945734885014,0.8234904473694421,-0.18562375217639834,0.3765257881203678,212.58444081942238,246.6464758060597,1.1602282596757443,873.0877611007724,62.57938927478517,0.0716759437744108,92.93270995836468,239.28747412564692,mixed,0.7846603355892818,0.731927322500271,0.09752010455603147,-0.5889844245036393,-0.7408409068449806,-0.34463100114347156,-0.016156430642121144,12
95,MYS_11_34,1,116.75,6.25,34,11,116.5,117.0,6.0,6.5,True,True,1,12,1,3,4,11,-1,0,0.7750919221713706,0.7750919221713706,0.7604866227454418,0.7446972614533431,-0.5543655946295329,0.6665322586536128,228.32679436229523,163.93622151006463,0.7179894149871017,819.9678484692985,127.87250758902735,0.15594819702716087,112.06453093776882,251.30217646281972,mixed,0.7750919221713706,0.7473839045355805,0.3537526650863352,-0.16742433894566716,-0.5126999909190882,-0.609710055448855,-0.6090976383994743,1
96,MYS_04_27,1,113.25,2.75,27,4,113.0,113.5,2.5,3.0,True,True,1,11,1,3,8,10,-2,0,0.7716303031382498,0.7716303031382498,0.9705280579395582,0.8547768008065459,-0.32559071640211285,0.6872493396464492,331.1562272439516,231.22358829881776,0.6982311346616566,894.8277376555051,25.5971221439421,0.02860564225580209,206.0444027407964,223.61703454103417,mixed,0.7716303031382498,0.5896072598970894,0.12288743961193657,-0.22238438754059378,-0.48722494266034827,-0.6201344189867007,-0.7111926801493144,2
97,MYS_03_25,1,112.25,2.25,25,3,112.0,112.5,2.0,2.5,True,True,1,11,1,3,8,10,-2,0,0.7706853642349858,0.7706853642349858,0.9866623068650998,0.7701756364615363,-0.09306477593119422,0.48442236038141523,326.8788874379583,271.0752461549466,0.829283433627682,897.9332171404803,20.68641195307339,0.023037806774706977,216.48310070724924,297.8482784359039,precipitation-dominant,0.7706853642349858,0.5763297705291305,0.2199814663728847,-0.09913696558233748,-0.40786449756875376,-0.6243241891006779,-0.7759563927691783,2
98,MYS_04_23,1,111.25,2.75,23,4,111.0,111.5,2.5,3.0,True,True,1,12,1,3,8,11,-1,0,0.7682205671521565,0.7682205671521565,0.972887618405881,0.7071427872253752,0.004359101878472545,0.28743729295278286,293.79813077612397,322.1642024283574,1.0965495307179083,895.2216175303739,21.96423088522522,0.024534964812196348,189.6444192467172,421.7637398654339,precipitation-dominant,0.7682205671521565,0.40334217881160483,-0.06726597034642579,-0.4147715892731248,-0.5865288954730091,-0.6617228034507808,-0.6628779619604717,1
99,MYS_04_04,1,101.75,2.75,4,4,101.5,102.0,2.5,3.0,True,True,11,11,11,3,3,0,0,0,0.7652147084075028,0.7652147084075028,0.9633731231936089,0.7575688410227406,-0.021838355454256945,0.3480895691911692,206.72311529466165,204.89039611897573,0.9911344255185319,854.8516797719627,83.52512033913354,0.09770714887220483,89.58065943454973,160.32927789465586,precipitation-dominant,0.7652147084075028,0.6546520593979545,-0.03911647810102603,-0.675329806162911,-0.7261057922393284,-0.3893668168598644,-0.08428327623750813,12
100,MYS_06_30,1,114.75,3.75,30,6,114.5,115.0,3.5,4.0,True,True,5,11,5,3,4,6,-6,0,0.762557027683287,0.762557027683287,0.8157380559248915,0.8104885293510651,-0.12471087813965366,0.8681560016284636,292.66781318395437,117.83262587774371,0.40261559546242554,889.9345891133734,31.482337239583217,0.03537601260217173,174.71143948067433,176.8150105137295,mixed,0.762557027683287,0.7251781639585245,-0.14999908910036336,-0.6902670536575128,-0.4100944943112268,0.03335015640517376,0.17147016185484978,6
101,MYS_05_28,1,113.75,3.25,28,5,113.5,114.0,3.0,3.5,True,True,1,11,1,3,4,10,-2,0,0.7625280483522493,0.7625280483522493,0.9664969449504945,0.8229390911702862,-0.3388294507306093,0.785498027079676,320.2926810347676,180.83020980108353,0.564578026625137,892.1268082547734,25.166694381148773,0.028209772588698705,192.20383283244658,206.65121338597055,mixed,0.7625280483522493,0.5643775056477441,-0.04378974465110151,-0.4341075972103066,-0.5562335051791202,-0.5078942240682339,-0.5284560988392311,2
102,MYS_04_24,1,111.75,2.75,24,4,111.5,112.0,2.5,3.0,True,True,1,12,1,3,8,11,-1,0,0.7624446528620361,0.7624446528620361,0.9817539498780683,0.7200748915114729,-0.05066737612264281,0.3802074755010141,306.8431250718122,328.25681141399946,1.0697870820380144,896.7708631566657,19.733391439503635,0.022004942678491346,196.57733104783912,406.6284634690175,precipitation-dominant,0.7624446528620361,0.4159256166391304,-0.04523027643558174,-0.36807956324668817,-0.5728288921654953,-0.6958415326805569,-0.7284529441478137,1
103,MYS_02_23,1,111.25,1.75,23,2,111.0,111.5,1.5,2.0,True,True,1,12,1,3,8,11,-1,0,0.7623244847452817,0.7623244847452817,0.9871528627786207,0.803590529733092,-0.08196084814652288,0.4008417028915601,303.5530003318584,248.1858724725309,0.8176030946859442,895.395589912671,30.334459578639667,0.033878276730844994,178.6223575710696,216.02766129811607,precipitation-dominant,0.7623244847452817,0.668448740397347,0.40301848109975336,0.08111695561467748,-0.18460764317316744,-0.47724411520607546,-0.6771194915185316,1
104,MYS_04_09,1,104.25,2.75,9,4,104.0,104.5,2.5,3.0,True,True,12,12,12,1,3,0,0,0,0.7561896271500873,0.7561896271500873,0.9210385806970602,0.7779984066061,0.45007976297320673,-0.2523148203779934,208.10244008649408,310.90106627987876,1.493980878603145,837.4810858832467,111.95171508789065,0.13367670861464429,85.26247754096984,337.5772173841794,mixed,0.7561896271500873,0.6053512836219688,0.08343670552195732,-0.4526984772287033,-0.6595914875216236,-0.6227979796626554,-0.3960654153746756,12
105,MYS_02_22,1,110.75,1.75,22,2,110.5,111.0,1.5,2.0,True,True,1,12,1,3,8,11,-1,0,0.7542610533078354,0.7542610533078354,0.9652999840324337,0.7148358687343587,-0.14066486330885794,0.3629699835834044,302.96502337407577,266.8429663571444,0.8807715273048834,898.1952124108208,25.375873921712127,0.02825206989647768,187.84884890728526,326.80121324380235,precipitation-dominant,0.7542610533078354,0.6403517376870835,0.31716474891482066,0.04226118682587059,-0.21694572882889565,-0.4814221866916678,-0.6761522616614949,1
106,MYS_03_23,1,111.25,2.25,23,3,111.0,111.5,2.0,2.5,True,True,1,12,1,3,8,11,-1,0,0.7539524813028169,0.7539524813028169,0.9818568882518394,0.7289422652467987,-0.14613621579458227,0.4207192021409978,295.59593939272065,282.0550761724512,0.9541913084188907,898.1730797113156,20.674421063591353,0.023018304078136452,189.30947772356026,338.46993072500413,precipitation-dominant,0.7539524813028169,0.4992794439836659,0.13765490144251907,-0.15737624122192448,-0.34415566364689565,-0.5104361894803505,-0.6341627128710832,1
107,MYS_04_25,1,112.25,2.75,25,4,112.0,112.5,2.5,3.0,True,True,1,12,1,3,8,11,-1,0,0.7531666459300461,0.7531666459300461,0.9869408033830027,0.7473984155795214,-0.206699479086737,0.5274824509123502,322.87339312570845,314.15962756756494,0.9730118190483696,897.4479551329435,19.894595567491137,0.022167965789775576,207.44965715772574,356.9968577127457,precipitation-dominant,0.7531666459300461,0.41791671631328353,-0.05587315138291714,-0.3725997111838671,-0.625421542905431,-0.7613193836469511,-0.7931593502728158,1
108,MYS_10_06,1,102.75,5.75,6,10,102.5,103.0,5.5,6.0,True,True,12,11,12,1,4,11,-1,0,0.7493012818737895,0.7493012818737895,0.9878205516952324,0.7457189686072629,0.4285106720748643,-0.5213623052402265,265.63826534312113,594.909091845921,2.239545914356448,669.7798754374186,142.35681254069016,0.21254268418817457,113.9197033480948,452.4302222456783,precipitation-dominant,0.7493012818737895,0.5361841863155998,0.13489690718061953,-0.2718430077122113,-0.599257743415157,-0.7517353135937382,-0.6622688172887792,1
109,MYS_05_25,1,112.25,3.25,25,5,112.0,112.5,3.0,3.5,True,True,1,12,1,3,8,11,-1,0,0.7467891431503111,0.7467891431503111,0.986824528378404,0.7454382167627717,-0.23544610121568674,0.533786077908844,321.38992272129764,326.752048300284,1.0166841745801602,896.5721167105216,20.92993082682301,0.023344391863996266,199.38427880190036,375.42991945549295,precipitation-dominant,0.7467891431503111,0.37780927749139,-0.12386615851233591,-0.4591736605243582,-0.6912508315275881,-0.7992819443496966,-0.7787782486298497,1
110,MYS_01_09,1,104.25,1.25,9,1,104.0,104.5,1.0,1.5,True,True,12,12,12,1,3,0,0,0,0.7464838400225585,0.7464838400225585,0.9504538713164605,0.7267850531437506,0.26769088433667343,0.25193723024244413,206.85685305644589,239.62316245805647,1.1584008889116644,862.0739100138347,53.73697713216143,0.06233453594634252,108.74722554551231,169.28628217379253,precipitation-dominant,0.7464838400225585,0.4672455882771897,-0.33027405633964535,-0.7209672201387988,-0.43150003938618803,-0.02277197798167893,0.1437206711529037,12
111,MYS_03_24,1,111.75,2.25,24,3,111.5,112.0,2.0,2.5,True,True,1,12,1,3,8,11,-1,0,0.7443356835908609,0.7443356835908609,0.9830914468456683,0.7302335172121726,-0.10422551912544914,0.45118772909035665,307.8621105508955,284.1659257039065,0.9230298759253404,898.5806410742057,19.515038416625316,0.021717626136810737,196.77928180578945,331.45926794294326,precipitation-dominant,0.7443356835908609,0.5015949629105906,0.14238723993626498,-0.1559513601075443,-0.3768690070437211,-0.5615160352551472,-0.6830071277256496,1
