alpha_policy,target,depth_label,mean_memory_index_months,median_memory_index_months,minimum_memory_index_months,maximum_memory_index_months,depth_order
minimum_geographic_cv_rmse,SM_0_10cm_mm,0–10 cm,0.9809968071432351,0.959691786873015,0.8248108913176136,1.1797927635092966,0
minimum_geographic_cv_rmse,SM_10_40cm_mm,10–40 cm,1.1220356997827734,1.0954893137165143,1.027756417869681,1.2694077538283846,1
minimum_geographic_cv_rmse,SM_40_100cm_mm,40–100 cm,1.3241887512936346,1.2889988964511065,1.2461143194668904,1.4726428928054347,2
minimum_geographic_cv_rmse,SM_100_200cm_mm,100–200 cm,1.4707640977009138,1.5377702092401813,1.1850196063759229,1.6224963659473697,3
one_standard_error,SM_0_10cm_mm,0–10 cm,1.0033662992646422,1.0028102500545697,0.843903035608078,1.1639416613413511,0
one_standard_error,SM_10_40cm_mm,10–40 cm,1.150781365408552,1.1738651799884356,1.0554403445747662,1.1999547570825704,1
one_standard_error,SM_40_100cm_mm,40–100 cm,1.349028457640697,1.3015786443083242,1.2548928527904337,1.5380636891557062,2
one_standard_error,SM_100_200cm_mm,100–200 cm,1.5305307174839333,1.5006607764254425,1.3209306378737187,1.7998706792111303,3
