diagnostic,count,minimum,q01,q05,q25,median,mean,q75,q95,q99,maximum,standard_deviation,zero_count,negative_count,skewness,root_mean_square_residual_mm,mean_absolute_residual_mm
P - AET - runoff - delta_SM_total,396,-138.6014013000378,-119.05175920274235,-84.56895399247331,-15.881499352258661,16.836492724604643,11.212372990795341,43.523566305167364,79.67279003901601,104.51574100478992,124.33145716270025,47.00699434874449,0,139,-0.6332024149162441,48.32571598835979,38.53329308233184
