region_id,component,component_label,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,small_region_lt_4_cells,annual_component_contribution_mm,reconstructed_annual_precipitation_mm,annual_component_fraction
SLR_04_03,K4_C1,January eastern mode,25,81.25000000000001,7.749999999999995,3,4,False,506.04921843087334,1893.1974798184044,0.2672986964251683
SLR_04_03,K4_C2,May–June southwest mode,25,81.25000000000001,7.749999999999995,3,4,False,467.7064704323018,1893.1974798184044,0.2470457917983095
SLR_04_03,K4_C3,April–October mode,25,81.25000000000001,7.749999999999995,3,4,False,225.837271144227,1893.1974798184044,0.11928880824724598
SLR_04_03,K4_C4,November northern mode,25,81.25000000000001,7.749999999999995,3,4,False,693.6045198110023,1893.1974798184044,0.36636670352927625
SLR_04_04,K4_C1,January eastern mode,9,81.6277777777778,7.661111111111107,4,4,False,655.148817554075,1867.8619142896387,0.35074799295494646
SLR_04_04,K4_C2,May–June southwest mode,9,81.6277777777778,7.661111111111107,4,4,False,351.6541074085224,1867.8619142896387,0.18826558040413763
SLR_04_04,K4_C3,April–October mode,9,81.6277777777778,7.661111111111107,4,4,False,175.96570096649833,1867.8619142896387,0.09420701799223705
SLR_04_04,K4_C4,November northern mode,9,81.6277777777778,7.661111111111107,4,4,False,685.0932883605428,1867.8619142896387,0.3667794086486788
SLR_05_00,K4_C1,January eastern mode,9,79.90555555555557,8.227777777777773,0,5,False,89.24059770014165,1433.4701958719024,0.0622549376730232
SLR_05_00,K4_C2,May–June southwest mode,9,79.90555555555557,8.227777777777773,0,5,False,367.89579908008034,1433.4701958719024,0.2566469816669674
SLR_05_00,K4_C3,April–October mode,9,79.90555555555557,8.227777777777773,0,5,False,291.6824177949784,1433.4701958719024,0.2034799318708986
SLR_05_00,K4_C4,November northern mode,9,79.90555555555557,8.227777777777773,0,5,False,684.651381296702,1433.4701958719024,0.4776181487891107
SLR_05_01,K4_C1,January eastern mode,25,80.25000000000001,8.249999999999995,1,5,False,141.32095042160407,1531.3386937988541,0.09228588750083982
SLR_05_01,K4_C2,May–June southwest mode,25,80.25000000000001,8.249999999999995,1,5,False,378.57715035795513,1531.3386937988541,0.24721973779608702
SLR_05_01,K4_C3,April–October mode,25,80.25000000000001,8.249999999999995,1,5,False,269.21085194127016,1531.3386937988541,0.17580098578546843
SLR_05_01,K4_C4,November northern mode,25,80.25000000000001,8.249999999999995,1,5,False,742.2297410780249,1531.3386937988541,0.4846933889176048
