alpha_policy,target,depth_label,selected_alpha,feature,feature_type,component,component_label,lag_months,standardized_coefficient,bootstrap_mean_coefficient,bootstrap_median_coefficient,bootstrap_q025_coefficient,bootstrap_q975_coefficient,probability_positive,probability_negative,stable_positive_95,stable_negative_95,absolute_standardized_coefficient
minimum_geographic_cv_rmse,SM_100_200cm_mm,100–200 cm,30.0,longitude,spatial,,,,-0.16754669232695144,-0.155148617341027,-0.15202827751636505,-0.41567534655332566,0.08231380917131897,0.1146,0.8854,False,False,0.16754669232695144
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C1_L0_mm,precipitation_component,C1,January eastern,0.0,0.09373214315693731,0.09367411315068602,0.09396791085600853,0.06788776367902756,0.11749615930020808,1.0,0.0,True,False,0.09373214315693731
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C1_L1_mm,precipitation_component,C1,January eastern,1.0,0.08143813593995197,0.08144959031119943,0.08130690455436707,0.06297681853175163,0.10029940772801635,1.0,0.0,True,False,0.08143813593995197
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C1_L2_mm,precipitation_component,C1,January eastern,2.0,0.05664764529051554,0.056896954699978235,0.05679972469806671,0.04280395098030567,0.0717643143609166,1.0,0.0,True,False,0.05664764529051554
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C1_L3_mm,precipitation_component,C1,January eastern,3.0,0.03953089894535495,0.03957564957622672,0.039313746616244316,0.012761915777809918,0.06727501787245273,0.9988,0.0012,True,False,0.03953089894535495
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C2_L0_mm,precipitation_component,C2,May–June southwest,0.0,0.21600838699979508,0.2106604357764125,0.21139942854642868,0.1740453217178583,0.2416984464973211,1.0,0.0,True,False,0.21600838699979508
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C2_L1_mm,precipitation_component,C2,May–June southwest,1.0,0.10130234929131199,0.09910952918380499,0.09957209601998329,0.07868001107126474,0.11708476450294256,1.0,0.0,True,False,0.10130234929131199
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C2_L2_mm,precipitation_component,C2,May–June southwest,2.0,0.06776870448297373,0.06625574627146125,0.0668717473745346,0.04715659515932202,0.08254939466714856,1.0,0.0,True,False,0.06776870448297373
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C2_L3_mm,precipitation_component,C2,May–June southwest,3.0,0.11512174822295748,0.11283816265314818,0.11313165724277496,0.08356242813169956,0.14007765911519524,1.0,0.0,True,False,0.11512174822295748
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C3_L0_mm,precipitation_component,C3,April–October,0.0,0.16879941221901762,0.16871757656037809,0.16846922039985657,0.1456020675599575,0.19345248267054557,1.0,0.0,True,False,0.16879941221901762
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C3_L1_mm,precipitation_component,C3,April–October,1.0,0.11789405213297949,0.11879979432672262,0.11852038651704788,0.09656156599521637,0.1428056739270687,1.0,0.0,True,False,0.11789405213297949
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C3_L2_mm,precipitation_component,C3,April–October,2.0,0.04785073847124953,0.047935025585442784,0.04797078110277653,0.03407899057492614,0.061668533366173506,1.0,0.0,True,False,0.04785073847124953
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C3_L3_mm,precipitation_component,C3,April–October,3.0,0.031875810952466534,0.0305905955513967,0.030899026431143284,-0.001147453419980593,0.059948933310806744,0.9714,0.0286,False,False,0.031875810952466534
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C4_L0_mm,precipitation_component,C4,November northern,0.0,0.21451283072309582,0.21181145335435866,0.212354838848114,0.17268044725060464,0.2463352315127849,1.0,0.0,True,False,0.21451283072309582
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C4_L1_mm,precipitation_component,C4,November northern,1.0,0.15692875210207996,0.15518481920212507,0.15569153428077698,0.13259392865002156,0.1747015133500099,1.0,0.0,True,False,0.15692875210207996
one_standard_error,SM_0_10cm_mm,0–10 cm,100.0,K4_C4_L2_mm,precipitation_component,C4,November northern,2.0,0.07475285509968936,0.0742940843962133,0.07472266256809235,0.05707801776006818,0.09002629481256005,1.0,0.0,True,False,0.07475285509968936
