target,depth_label,lag_window,test_fold,validation_fold,alpha,validation_rmse_mm,validation_r_squared,selected_alpha
SM_10_40cm_mm,10–40 cm,L0,4,0,0.01,2.6492040868870728,-4.359616139848863,False
SM_10_40cm_mm,10–40 cm,L0,4,0,0.1,2.64901137124,-4.358836400508126,False
SM_10_40cm_mm,10–40 cm,L0,4,0,1.0,2.6470909562006764,-4.351069382365641,False
SM_10_40cm_mm,10–40 cm,L0,4,0,10.0,2.6285452664171434,-4.276352165585096,False
SM_10_40cm_mm,10–40 cm,L0,4,0,30.0,2.5913345553691562,-4.128021369782296,False
SM_10_40cm_mm,10–40 cm,L0,4,0,100.0,2.4964056152158647,-3.7591912245119534,False
SM_10_40cm_mm,10–40 cm,L0,4,0,300.0,2.410598899475743,-3.437647090743714,True
SM_10_40cm_mm,10–40 cm,L0,4,0,1000.0,2.7982881513835363,-4.979814620754453,False
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,0.0,4.522255713389449,0.3301440426774068,False
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,0.0001,4.522255529892168,0.3301440970382181,False
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,0.001,4.5222538784274215,0.33014458628222443,False
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,0.01,4.522237364847993,0.3301494783960601,False
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,0.1,4.522072335782976,0.3301983669347718,False
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,1.0,4.520432645284591,0.3306840151852636,False
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,10.0,4.505028808695449,0.3352377686051021,False
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,30.0,4.4762178365455085,0.3437132764024543,False
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,100.0,4.412587779573901,0.362239073916377,False
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,300.0,4.357918753960353,0.377944047189285,True
SM_10_40cm_mm,10–40 cm,L0_L1,0,1,1000.0,4.429920643913607,0.35721892023947455,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,0.0,3.6847317029080764,-3.6158452883804264,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,0.0001,3.684731247289414,-3.615844146877981,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,0.001,3.6847271467386347,-3.615833873405365,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,0.01,3.684686142930926,-3.6157311435673405,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,0.1,3.6842762747473676,-3.6147043336594145,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,1.0,3.680194467838663,-3.6044847430273217,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,10.0,3.6409587150157106,-3.506828281128975,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,30.0,3.5624354044874784,-3.3145300541231304,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,100.0,3.348792677646005,-2.812554185273846,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,300.0,2.989039251255699,-2.0374052425314604,False
SM_10_40cm_mm,10–40 cm,L0_L1,1,2,1000.0,2.774921602338596,-1.6178269699558996,True
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,0.0,11.790497407985354,0.16760568535717724,False
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,0.0001,11.790496781495538,0.1676057738159641,False
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,0.001,11.790491143136663,0.16760656993784695,False
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,0.01,11.790434764446035,0.16761453044414054,False
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,0.1,11.78987146701985,0.16769406430381395,False
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,1.0,11.78428711270175,0.16848233252302847,False
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,10.0,11.732997021541262,0.17570479822669138,False
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,30.0,11.643616216349647,0.18821576023400188,False
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,100.0,11.488306947397163,0.20972742233480646,False
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,300.0,11.484331757987084,0.21027422869843249,True
SM_10_40cm_mm,10–40 cm,L0_L1,2,3,1000.0,11.990118441541245,0.13918109279484947,False
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,0.0,6.742380094841688,0.20332703407752195,True
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,0.0001,6.742380866663123,0.203326851682196,False
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,0.001,6.742387813014242,0.20332521013320182,False
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,0.01,6.742457272387372,0.20330879552815007,False
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,0.1,6.743151452537859,0.20314473792487997,False
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,1.0,6.750052119587253,0.2015129648496784,False
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,10.0,6.815162514822808,0.18603440260437232,False
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,30.0,6.93827765857,0.15636037914087686,False
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,100.0,7.22479399965922,0.0852455017637066,False
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,300.0,7.603363033330192,-0.01312975519554227,False
SM_10_40cm_mm,10–40 cm,L0_L1,3,4,1000.0,8.07968429962973,-0.14404313694789828,False
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,0.0,2.584060079976684,-4.099270697522264,False
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,0.0001,2.5840597721357916,-4.099269482562936,False
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,0.001,2.5840570015915585,-4.099258548029426,False
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,0.01,2.584029298504564,-4.099149212634857,False
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,0.1,2.5837525028153387,-4.098056851238407,False
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,1.0,2.5810077172832897,-4.087231015501926,False
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,10.0,2.555585995491157,-3.9875108407177953,False
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,30.0,2.5086744700274775,-3.8060852928064204,False
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,100.0,2.40134069154153,-3.4036258654661413,False
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,300.0,2.309313591184088,-3.0725711150289934,True
SM_10_40cm_mm,10–40 cm,L0_L1,4,0,1000.0,2.63948167802437,-4.3203494313962105,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,0.0,4.450858251138931,0.35112847142127235,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,0.0001,4.4508582201335445,0.35112848046155687,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,0.001,4.450857941083337,0.3511285618246188,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,0.01,4.4508551504096285,0.3511293755050009,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,0.1,4.450827226581229,0.35113751726406606,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,1.0,4.450546347037011,0.3512194105564427,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,10.0,4.447621443095047,0.35207188896980723,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,30.0,4.440744534198128,0.3540739918535022,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,100.0,4.415072999345404,0.36152048315717067,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,300.0,4.353441989026051,0.37922143121692053,False
SM_10_40cm_mm,10–40 cm,L0_L2,0,1,1000.0,4.309634824036372,0.39165192857126596,True
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,0.0,3.505895529069507,-3.1786639182907876,False
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,0.0001,3.505895071883346,-3.1786628284538674,False
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,0.001,3.5058909572467156,-3.17865302002053,False
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,0.01,3.5058498147223305,-3.1785549454785063,False
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,0.1,3.5054387729198027,-3.1775751772852345,False
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,1.0,3.5013659654227967,-3.1678733530941123,False
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,10.0,3.4638015902999797,-3.078923089549015,False
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,30.0,3.393929098884226,-2.9160211868739685,False
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,100.0,3.214615137634385,-2.513156307813641,False
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,300.0,2.909360839889692,-1.8776281933909136,False
SM_10_40cm_mm,10–40 cm,L0_L2,1,2,1000.0,2.6859916583738603,-1.4527247932488585,True
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,0.0,12.662530205129036,0.03992349970105169,False
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,0.0001,12.662528676449956,0.039923731510769,False
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,0.001,12.662514918541365,0.03992581776616122,False
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,0.01,12.66237735956562,0.03994667714593614,False
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,0.1,12.66100377704091,0.04015495413916215,False
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,1.0,12.647464982505282,0.04220663930406943,False
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,10.0,12.52877139171777,0.06009962962322646,False
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,30.0,12.33805981456892,0.08849596881126631,False
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,100.0,12.014445886993347,0.13568441845462376,False
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,300.0,11.847883913585108,0.15948313587966767,True
SM_10_40cm_mm,10–40 cm,L0_L2,2,3,1000.0,12.14654195948655,0.11657403316243531,False
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,0.0,6.481412044701036,0.2638049715124221,True
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,0.0001,6.481413413270152,0.26380466061292096,False
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,0.001,6.481425730217162,0.26380186255421934,False
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,0.01,6.481548882364868,0.2637738856099837,False
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,0.1,6.482778675276207,0.26349447969397255,False
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,1.0,6.4949073294750255,0.2607360400054959,False
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,10.0,6.6021247344936,0.2361271628031486,False
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,30.0,6.781049139988084,0.19416263701176706,False
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,100.0,7.137147233565758,0.10730535701794564,False
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,300.0,7.53698469532586,0.004482535321478687,False
SM_10_40cm_mm,10–40 cm,L0_L2,3,4,1000.0,7.976945349045395,-0.11513346707880956,False
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,0.0,2.0800955205613336,-2.3042234654730236,False
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,0.0001,2.080094965605501,-2.304221702382989,False
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,0.001,2.080089971112738,-2.304205834942474,False
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,0.01,2.0800400370469996,-2.3040471971399894,False
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,0.1,2.079541779988371,-2.302464470236786,False
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,1.0,2.0746650394824737,-2.286993390835129,False
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,10.0,2.0344300572698937,-2.1607371485394844,False
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,30.0,1.9771426119311784,-1.9852372081696452,False
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,100.0,1.8818198254563672,-1.7043253102670408,False
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,300.0,1.8310779365087622,-1.5604512583623729,True
SM_10_40cm_mm,10–40 cm,L0_L2,4,0,1000.0,2.3047774102489127,-3.0565873392658274,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,0.0,4.517639799089155,0.3315108029276054,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,0.0001,4.517639696526958,0.33151083328049913,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,0.001,4.517638773460841,0.3315111064583872,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,0.01,4.517629542172037,0.3315138384199463,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,0.1,4.517537166918428,0.3315411761849376,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,1.0,4.516607563530236,0.3318162542328109,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,10.0,4.507018709188235,0.3346503793141291,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,30.0,4.4864447411611765,0.34071098775643716,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,100.0,4.432109512382244,0.35658355407912556,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,300.0,4.34315909730935,0.38215054339053733,False
SM_10_40cm_mm,10–40 cm,L0_L3,0,1,1000.0,4.244003859646747,0.41003977546350223,True
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,0.0,3.516302320910497,-3.203508370830403,False
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,0.0001,3.516301659107523,-3.2035067885466155,False
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,0.001,3.5162957029636517,-3.2034925482041077,False
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,0.01,3.5162361497309877,-3.2033501657249195,False
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,0.1,3.5156414359571686,-3.2019284302475466,False
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,1.0,3.509774167806405,-3.1879149030706877,False
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,10.0,3.4575802109029095,-3.0642838338910927,False
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,30.0,3.3678077030210702,-2.8559737955493136,False
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,100.0,3.16454165897003,-2.404561129590023,False
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,300.0,2.8531736012457065,-1.7675526786540883,False
SM_10_40cm_mm,10–40 cm,L0_L3,1,2,1000.0,2.611105384207775,-1.31786588025389,True
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,0.0,13.324055324611047,-0.06301087025394336,False
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,0.0001,13.324053969152237,-0.06301065397333794,False
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,0.001,13.324041770121049,-0.06300870746453313,False
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,0.01,13.323919789522463,-0.06298924402436468,False
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,0.1,13.32270095415808,-0.06279477428217461,False
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,1.0,13.310608968855465,-0.060866416546080826,False
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,10.0,13.198686015289653,-0.04310072198686821,False
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,30.0,12.998258244830708,-0.011661384733902436,False
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,100.0,12.601403499208073,0.04917041365907471,False
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,300.0,12.303713934634507,0.09356367542387178,True
SM_10_40cm_mm,10–40 cm,L0_L3,2,3,1000.0,12.41008352247569,0.07782305629689779,False
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,0.0,6.568862069207732,0.24380482459031805,True
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,0.0001,6.568863699002112,0.24380444935248058,False
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,0.001,6.568878366915639,0.2438010722620617,False
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,0.01,6.569025022706669,0.2437673063179513,False
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,0.1,6.570489252944218,0.24343014146293107,False
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,1.0,6.584905263462682,0.240106588654166,False
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,10.0,6.711045967148047,0.21071464682173768,False
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,30.0,6.918311123952857,0.16120893765068867,False
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,100.0,7.314452692582729,0.06240067204118804,False
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,300.0,7.713086844030309,-0.042581607429225565,False
SM_10_40cm_mm,10–40 cm,L0_L3,3,4,1000.0,8.073845337005004,-0.14239019825967603,False
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,0.0,1.9336205694424586,-1.8552580739170685,False
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,0.0001,1.9336196657267506,-1.8552554049953476,False
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,0.001,1.933611532522215,-1.8552313854554319,False
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,0.01,1.9335302239159071,-1.8549912648317575,False
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,0.1,1.9327194745630165,-1.8525975116784332,False
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,1.0,1.924838648023963,-1.8293815274252747,False
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,10.0,1.8632286825173623,-1.6511553432579826,False
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,30.0,1.7818989613722684,-1.4247613615475903,False
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,100.0,1.6360093747077162,-1.0439695869340788,False
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,300.0,1.507608572855466,-0.7357215290360066,True
SM_10_40cm_mm,10–40 cm,L0_L3,4,0,1000.0,1.9871245479912296,-2.015456240407549,False
SM_40_100cm_mm,40–100 cm,L0,0,1,0.0,9.303620066467104,0.3944741392686192,False
SM_40_100cm_mm,40–100 cm,L0,0,1,0.0001,9.30361957610727,0.3944742030987307,False
SM_40_100cm_mm,40–100 cm,L0,0,1,0.001,9.303615162909653,0.39447477756425964,False
SM_40_100cm_mm,40–100 cm,L0,0,1,0.01,9.303571034982735,0.3944805216774727,False
SM_40_100cm_mm,40–100 cm,L0,0,1,0.1,9.30313016043741,0.3945379086310252,False
SM_40_100cm_mm,40–100 cm,L0,0,1,1.0,9.298761683766763,0.39510638955750643,False
SM_40_100cm_mm,40–100 cm,L0,0,1,10.0,9.258907969622179,0.4002803249725141,False
SM_40_100cm_mm,40–100 cm,L0,0,1,30.0,9.191880090329908,0.4089319793449745,False
SM_40_100cm_mm,40–100 cm,L0,0,1,100.0,9.105487005588737,0.41999048246208526,True
SM_40_100cm_mm,40–100 cm,L0,0,1,300.0,9.25497972593867,0.4007890988538554,False
SM_40_100cm_mm,40–100 cm,L0,0,1,1000.0,9.834183758223439,0.3234414287480124,False
SM_40_100cm_mm,40–100 cm,L0,1,2,0.0,9.008409754254256,-4.060232870012645,False
SM_40_100cm_mm,40–100 cm,L0,1,2,0.0001,9.008408639826733,-4.0602316180131055,False
SM_40_100cm_mm,40–100 cm,L0,1,2,0.001,9.008398610007694,-4.060220350056423,False
SM_40_100cm_mm,40–100 cm,L0,1,2,0.01,9.008298314652702,-4.060107674364972,False
SM_40_100cm_mm,40–100 cm,L0,1,2,0.1,9.00729564454726,-4.058981304842511,False
SM_40_100cm_mm,40–100 cm,L0,1,2,1.0,8.997297190979573,-4.047756200733781,False
SM_40_100cm_mm,40–100 cm,L0,1,2,10.0,8.90004466653478,-3.9392227388030605,False
SM_40_100cm_mm,40–100 cm,L0,1,2,30.0,8.700120373052568,-3.719812672208639,False
SM_40_100cm_mm,40–100 cm,L0,1,2,100.0,8.13634073252613,-3.127931617797853,False
SM_40_100cm_mm,40–100 cm,L0,1,2,300.0,7.224548418391823,-2.25458524426008,False
SM_40_100cm_mm,40–100 cm,L0,1,2,1000.0,7.035289497337751,-2.0863003291230617,True
SM_40_100cm_mm,40–100 cm,L0,2,3,0.0,23.866478375926363,0.25989037140451576,False
SM_40_100cm_mm,40–100 cm,L0,2,3,0.0001,23.866477037890043,0.2598904543906624,False
SM_40_100cm_mm,40–100 cm,L0,2,3,0.001,23.866464995705122,0.2598912012569675,False
SM_40_100cm_mm,40–100 cm,L0,2,3,0.01,23.866344587910834,0.2598986690275996,False
SM_40_100cm_mm,40–100 cm,L0,2,3,0.1,23.86514191431493,0.2599732575678595,False
SM_40_100cm_mm,40–100 cm,L0,2,3,1.0,23.853254477326267,0.26071030161019915,False
SM_40_100cm_mm,40–100 cm,L0,2,3,10.0,23.747255392895845,0.2672662132326149,False
SM_40_100cm_mm,40–100 cm,L0,2,3,30.0,23.578842691630012,0.27762228169803105,False
SM_40_100cm_mm,40–100 cm,L0,2,3,100.0,23.383725569575358,0.2895283012820852,True
SM_40_100cm_mm,40–100 cm,L0,2,3,300.0,23.763313122848004,0.26627493915585176,False
SM_40_100cm_mm,40–100 cm,L0,2,3,1000.0,25.55613547456823,0.1513868933972624,False
SM_40_100cm_mm,40–100 cm,L0,3,4,0.0,16.25610332513612,0.09770068596672765,True
SM_40_100cm_mm,40–100 cm,L0,3,4,0.0001,16.256105294350103,0.09770046736322868,False
SM_40_100cm_mm,40–100 cm,L0,3,4,0.001,16.256123017149967,0.09769849994453161,False
SM_40_100cm_mm,40–100 cm,L0,3,4,0.01,16.25630023267743,0.09767882702403552,False
SM_40_100cm_mm,40–100 cm,L0,3,4,0.1,16.258071141704598,0.0974822243869824,False
SM_40_100cm_mm,40–100 cm,L0,3,4,1.0,16.275656469841646,0.09552877560912143,False
SM_40_100cm_mm,40–100 cm,L0,3,4,10.0,16.439949578757414,0.07717641040582446,False
SM_40_100cm_mm,40–100 cm,L0,3,4,30.0,16.743217398349913,0.04281571961185526,False
SM_40_100cm_mm,40–100 cm,L0,3,4,100.0,17.41962074290214,-0.03608435516993369,False
SM_40_100cm_mm,40–100 cm,L0,3,4,300.0,18.27638138201911,-0.14050751002628137,False
SM_40_100cm_mm,40–100 cm,L0,3,4,1000.0,19.292092241659052,-0.27079759620797206,False
SM_40_100cm_mm,40–100 cm,L0,4,0,0.0,6.260640197105475,-5.426856797932757,False
SM_40_100cm_mm,40–100 cm,L0,4,0,0.0001,6.26063975671164,-5.426855893760686,False
SM_40_100cm_mm,40–100 cm,L0,4,0,0.001,6.26063579317939,-5.426847756240071,False
SM_40_100cm_mm,40–100 cm,L0,4,0,0.01,6.26059615907081,-5.42676638380956,False
SM_40_100cm_mm,40–100 cm,L0,4,0,0.1,6.260199939355907,-5.425952937006355,False
SM_40_100cm_mm,40–100 cm,L0,4,0,1.0,6.2562498564962,-5.417846154904248,False
SM_40_100cm_mm,40–100 cm,L0,4,0,10.0,6.217937991453637,-5.339483939341646,False
SM_40_100cm_mm,40–100 cm,L0,4,0,30.0,6.14012220267451,-5.18180301295616,False
SM_40_100cm_mm,40–100 cm,L0,4,0,100.0,5.9345441433422055,-4.774785558905458,False
SM_40_100cm_mm,40–100 cm,L0,4,0,300.0,5.718210935742481,-4.361440319059293,True
SM_40_100cm_mm,40–100 cm,L0,4,0,1000.0,6.4617435133496,-5.8463731123820875,False
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,0.0,9.493869921557753,0.3694561179039021,False
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,0.0001,9.4938694946113,0.3694561746159637,False
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,0.001,9.4938656521138,0.36945668502166973,False
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,0.01,9.493827229174002,0.3694617887970326,False
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,0.1,9.493443203199774,0.3695127983946689,False
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,1.0,9.489623190425236,0.3700200926497982,False
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,10.0,9.45335683364773,0.37482606196040646,False
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,30.0,9.383805774770211,0.3839913896138215,False
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,100.0,9.222398187675326,0.40500063651180507,False
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,300.0,9.06343341765213,0.4253356452954107,True
SM_40_100cm_mm,40–100 cm,L0_L1,0,1,1000.0,9.186676164102986,0.4096010489261066,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,0.0,8.676536749858439,-3.6942591365963926,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,0.0001,8.676535732530974,-3.6942580357888684,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,0.001,8.676526576615032,-3.6942481285607682,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,0.01,8.676435020547304,-3.694149060200128,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,0.1,8.67551976890714,-3.6931587684471543,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,1.0,8.666398020545378,-3.683294850532998,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,10.0,8.578127816286354,-3.588378806770142,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,30.0,8.398951620614964,-3.398700558108862,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,100.0,7.902983831209638,-2.89454230569864,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,300.0,7.064166987684809,-2.1116887715525925,False
SM_40_100cm_mm,40–100 cm,L0_L1,1,2,1000.0,6.523344646783734,-1.6534743100621778,True
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,0.0,24.559765060898126,0.21626762425009594,False
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,0.0001,24.55976394230697,0.21626769564133952,False
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,0.001,24.559753875081885,0.21626833815630153,False
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,0.01,24.55965321227064,0.21627476268897938,False
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,0.1,24.55864752745232,0.21633894636686912,False
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,1.0,24.548684346456618,0.21697466322758852,False
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,10.0,24.457800772091556,0.2227617277641878,False
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,30.0,24.302825384488617,0.2325803686664787,False
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,100.0,24.059030410967967,0.24789995634827278,True
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,300.0,24.188463727711238,0.23978585899907834,False
SM_40_100cm_mm,40–100 cm,L0_L1,2,3,1000.0,25.50227472176754,0.15496010782509284,False
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,0.0,15.491054471905784,0.18063070103198753,True
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,0.0001,15.49105615586921,0.1806305228920153,False
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,0.001,15.491071311450083,0.1806289196409102,False
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,0.01,15.491222858356819,0.18061288798530872,False
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,0.1,15.49273743772735,0.1804526569311976,False
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,1.0,15.507794766420774,0.17885885332274476,False
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,10.0,15.650005882998032,0.1637295801057761,False
