target,depth_label,lag_window,test_fold,validation_fold,alpha,validation_rmse_mm,validation_r_squared,selected_alpha
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,30.0,15.919869537067312,0.1346401649483716,False
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,100.0,16.55539193398534,0.06417065651614162,False
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,300.0,17.419092939936263,-0.0360215707822531,False
SM_40_100cm_mm,40–100 cm,L0_L1,3,4,1000.0,18.542240840159582,-0.17392989007408333,False
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,0.0,6.127002661928101,-5.155414036170574,False
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,0.0001,6.12700213447071,-5.155412976364117,False
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,0.001,6.126997387376115,-5.155403438154172,False
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,0.01,6.126949918600809,-5.155308060822541,False
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,0.1,6.126475447804534,-5.154354764035888,False
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,1.0,6.1217523317110585,-5.144869203338423,False
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,10.0,6.076585463243038,-5.0545288532956985,False
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,30.0,5.988151013772367,-4.879584290491681,False
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,100.0,5.772941882576008,-4.464563830853894,False
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,300.0,5.565882316478291,-4.079595987591729,True
SM_40_100cm_mm,40–100 cm,L0_L1,4,0,1000.0,6.17629319626449,-5.2548506041368865,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,0.0,9.414697165233708,0.37992892600342953,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,0.0001,9.41469713876842,0.3799289294895448,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,0.001,9.41469690057544,0.37992896086529115,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,0.01,9.414694518112698,0.37992927469291116,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,0.1,9.414670640153036,0.37993241998986427,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,1.0,9.41442648917325,0.3799645800409116,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,10.0,9.411420980335505,0.3803604032971639,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,30.0,9.401033002796947,0.3817275188207767,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,100.0,9.33972412006656,0.3897653576989125,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,300.0,9.161090012030227,0.41288515318410524,False
SM_40_100cm_mm,40–100 cm,L0_L2,0,1,1000.0,9.003669436761637,0.43288929424444267,True
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,0.0,8.302392321841644,-3.2981418322158893,False
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,0.0001,8.302391280047619,-3.2981407535440974,False
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,0.001,8.302381903993757,-3.2981310455996997,False
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,0.01,8.302288152595263,-3.298033976222265,False
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,0.1,8.301351550734484,-3.2970642870281885,False
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,1.0,8.292074900967433,-3.287465828910757,False
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,10.0,8.206751620194085,-3.199685977500649,False
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,30.0,8.048371403913286,-3.039152567308454,False
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,100.0,7.637779315030247,-2.637545635761856,False
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,300.0,6.918446175008089,-1.9846359932178883,False
SM_40_100cm_mm,40–100 cm,L0_L2,1,2,1000.0,6.30753570056757,-1.480810969849022,True
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,0.0,26.47702287832175,0.08912732694720582,False
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,0.0001,26.477019828261305,0.08912753680588692,False
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,0.001,26.47699237811841,0.08912942550533087,False
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,0.01,26.47671791639931,0.08914830965987774,False
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,0.1,26.473977262859915,0.08933686775209204,False
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,1.0,26.44695993164876,0.09119462662933553,False
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,10.0,26.209865598072483,0.10741628384817847,False
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,30.0,25.828894266680894,0.13317585364219708,False
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,100.0,25.19309307744015,0.1753259021027168,False
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,300.0,24.93365920820997,0.19222313585584772,True
SM_40_100cm_mm,40–100 cm,L0_L2,2,3,1000.0,25.77927888688522,0.13650286419067637,False
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,0.0,14.768336583493852,0.2553007976788363,True
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,0.0001,14.768339348908839,0.2553005187845254,False
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,0.001,14.768364237329592,0.2552980087650569,False
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,0.01,14.768613090440676,0.2552729114738821,False
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,0.1,14.771098518244939,0.25502222833231947,False
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,1.0,14.795648635441072,0.25254380869100823,False
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,10.0,15.015638671842542,0.2301513662362884,False
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,30.0,15.393814989050865,0.1908850037872286,False
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,100.0,16.180676924700197,0.10605438541768886,False
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,300.0,17.119339963284748,-0.0006720233322370373,False
SM_40_100cm_mm,40–100 cm,L0_L2,3,4,1000.0,18.224133268876816,-0.13399591587615145,False
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,0.0,4.87905454369224,-2.90330491869085,False
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,0.0001,4.87905350661191,-2.9033032593364445,False
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,0.001,4.879044173100391,-2.903288325501006,False
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,0.01,4.87895085891098,-2.903139022198906,False
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,0.1,4.878019804749861,-2.9016494859480555,False
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,1.0,4.8689132936211434,-2.887095527177402,False
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,10.0,4.794369690929978,-2.768982932889319,False
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,30.0,4.691105929283976,-2.608374558669069,False
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,100.0,4.529093239749103,-2.3634397737655264,False
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,300.0,4.47062721172233,-2.2771630306286674,True
SM_40_100cm_mm,40–100 cm,L0_L2,4,0,1000.0,5.471633729437905,-3.909024149881719,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,0.0,9.525626424919446,0.36523078967008205,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,0.0001,9.525626203236024,0.3652308192151855,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,0.001,9.525624208126201,0.36523108511562463,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,0.01,9.525604261082517,0.3652337435765801,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,0.1,9.525405194371823,0.36526027407415573,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,1.0,9.523453256579359,0.36552038805136755,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,10.0,9.506716162460183,0.367748574226212,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,30.0,9.47871527859689,0.3714675296547355,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,100.0,9.406807508837359,0.38096774813079337,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,300.0,9.231681769438554,0.40380214013092497,False
SM_40_100cm_mm,40–100 cm,L0_L3,0,1,1000.0,8.951341157020106,0.4394621013299853,True
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,0.0,8.313720076648291,-3.3098785726591444,False
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,0.0001,8.313718647951296,-3.309877091370387,False
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,0.001,8.313705789875486,-3.3098637599874365,False
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,0.01,8.313577228629066,-3.3097304675215273,False
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,0.1,8.312293560850703,-3.3083996721551756,False
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,1.0,8.299645138903635,-3.295297874015075,False
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,10.0,8.187625044942177,-3.180133294403892,False
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,30.0,7.9932587734795435,-2.984024358912535,False
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,100.0,7.540613479636124,-2.545582533020398,False
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,300.0,6.818230635918786,-1.8987957406915448,False
SM_40_100cm_mm,40–100 cm,L0_L3,1,2,1000.0,6.144350987381544,-1.354107394088222,True
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,0.0,28.090854673530856,-0.02529603428840055,False
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,0.0001,28.09085190357981,-0.0252958320859602,False
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,0.001,28.090826974212387,-0.025294012278909817,False
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,0.01,28.0905776995365,-0.025275815684068226,False
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,0.1,28.088086850949022,-0.025093997166915072,False
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,1.0,28.063366569772406,-0.02329042393955527,False
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,10.0,27.833662521730325,-0.006607324195685438,False
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,30.0,27.418290081434318,0.023212472639745352,False
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,100.0,26.588164298839228,0.08146421772833135,False
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,300.0,25.99082181481145,0.12227312656374145,True
SM_40_100cm_mm,40–100 cm,L0_L3,2,3,1000.0,26.357636672828903,0.09732314736894099,False
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,0.0,14.990036930395126,0.23277432004268683,True
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,0.0001,14.990040449406845,0.23277395981989513,False
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,0.001,14.990072119930495,0.23277071787052195,False
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,0.01,14.990388767569831,0.2327383038961266,False
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,0.1,14.993549504686088,0.23241471413111714,False
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,1.0,15.024602440420342,0.22923195083401648,False
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,10.0,15.293021682882092,0.2014459185617009,False
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,30.0,15.731510445921096,0.15499637676024358,False
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,100.0,16.588803826776996,0.06038948576531944,False
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,300.0,17.500799151751334,-0.045763516238760404,False
SM_40_100cm_mm,40–100 cm,L0_L3,3,4,1000.0,18.410091590378276,-0.15725648568927886,False
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,0.0,4.449493130436123,-2.2462518765790076,False
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,0.0001,4.449491815724712,-2.246249958210498,False
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,0.001,4.449479983604157,-2.2462326933311023,False
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,0.01,4.449361690322948,-2.2460600878069994,False
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,0.1,4.448181540469054,-2.244338344528389,False
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,1.0,4.4366491727699,-2.2275375906024366,False
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,10.0,4.3413706612333,-2.090401219129645,False
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,30.0,4.193881624819248,-1.8839881300533685,False
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,100.0,3.8710210877925877,-1.457039887570883,False
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,300.0,3.5833173607646116,-1.105385753372516,True
SM_40_100cm_mm,40–100 cm,L0_L3,4,0,1000.0,4.6655792304835515,-2.569211391830427,False
SM_100_200cm_mm,100–200 cm,L0,0,1,0.0,17.375400941439846,0.49972998957177106,False
SM_100_200cm_mm,100–200 cm,L0,0,1,0.0001,17.375400416824338,0.4997300197810769,False
SM_100_200cm_mm,100–200 cm,L0,0,1,0.001,17.375395695351262,0.4997302916609606,False
SM_100_200cm_mm,100–200 cm,L0,0,1,0.01,17.375348487202242,0.4997330100767333,False
SM_100_200cm_mm,100–200 cm,L0,0,1,0.1,17.37487706353098,0.4997601559497302,False
SM_100_200cm_mm,100–200 cm,L0,0,1,1.0,17.370228253063498,0.5000278078136777,False
SM_100_200cm_mm,100–200 cm,L0,0,1,10.0,17.32994092057834,0.5023443216806837,False
SM_100_200cm_mm,100–200 cm,L0,0,1,30.0,17.27485174828181,0.5055032320122614,True
SM_100_200cm_mm,100–200 cm,L0,0,1,100.0,17.308357431678143,0.5035831553391426,False
SM_100_200cm_mm,100–200 cm,L0,0,1,300.0,17.89723809091384,0.4692294342469632,False
SM_100_200cm_mm,100–200 cm,L0,0,1,1000.0,19.313870263711514,0.38187911307935307,False
SM_100_200cm_mm,100–200 cm,L0,1,2,0.0,18.899530342185745,-2.706546088596299,False
SM_100_200cm_mm,100–200 cm,L0,1,2,0.0001,18.899528534936053,-2.706545379726414,False
SM_100_200cm_mm,100–200 cm,L0,1,2,0.001,18.899512269732337,-2.70653899991756,False
SM_100_200cm_mm,100–200 cm,L0,1,2,0.01,18.899349621995462,-2.706475203817715,False
SM_100_200cm_mm,100–200 cm,L0,1,2,0.1,18.897723574531426,-2.7058374416240767,False
SM_100_200cm_mm,100–200 cm,L0,1,2,1.0,18.881505957916445,-2.6994796321837664,False
SM_100_200cm_mm,100–200 cm,L0,1,2,10.0,18.723488538421925,-2.637817594060346,False
SM_100_200cm_mm,100–200 cm,L0,1,2,30.0,18.397210709420545,-2.51213616994639,False
SM_100_200cm_mm,100–200 cm,L0,1,2,100.0,17.468838757844615,-2.166616373884423,False
SM_100_200cm_mm,100–200 cm,L0,1,2,300.0,15.949435619196699,-1.63972095775843,False
SM_100_200cm_mm,100–200 cm,L0,1,2,1000.0,15.587692909889471,-1.521337964768657,True
SM_100_200cm_mm,100–200 cm,L0,2,3,0.0,39.688677441956315,0.3478547608641521,False
SM_100_200cm_mm,100–200 cm,L0,2,3,0.0001,39.68867554533952,0.34785482319273875,False
SM_100_200cm_mm,100–200 cm,L0,2,3,0.001,39.68865847599827,0.3478553841429859,False
SM_100_200cm_mm,100–200 cm,L0,2,3,0.01,39.68848780336843,0.347860992949208,False
SM_100_200cm_mm,100–200 cm,L0,2,3,0.1,39.68678315361502,0.3479170114465404,False
SM_100_200cm_mm,100–200 cm,L0,2,3,1.0,39.66994259683164,0.34847029945881536,False
SM_100_200cm_mm,100–200 cm,L0,2,3,10.0,39.520544088850066,0.3533684298984452,False
SM_100_200cm_mm,100–200 cm,L0,2,3,30.0,39.28736961942679,0.3609762792081226,False
SM_100_200cm_mm,100–200 cm,L0,2,3,100.0,39.05264100659876,0.3685893651501838,True
SM_100_200cm_mm,100–200 cm,L0,2,3,300.0,39.83434347045443,0.3430589480547792,False
SM_100_200cm_mm,100–200 cm,L0,2,3,1000.0,43.501197662634645,0.21654600026089654,False
SM_100_200cm_mm,100–200 cm,L0,3,4,0.0,34.798543673209906,0.07685070975330632,True
SM_100_200cm_mm,100–200 cm,L0,3,4,0.0001,34.79854758801454,0.076850502046377,False
SM_100_200cm_mm,100–200 cm,L0,3,4,0.001,34.798582821014854,0.0768486326957708,False
SM_100_200cm_mm,100–200 cm,L0,3,4,0.01,34.79893512712521,0.07682994035329749,False
SM_100_200cm_mm,100–200 cm,L0,3,4,0.1,34.8024558005336,0.07664313321785199,False
SM_100_200cm_mm,100–200 cm,L0,3,4,1.0,34.83742534240551,0.07478662119499357,False
SM_100_200cm_mm,100–200 cm,L0,3,4,10.0,35.16490413240611,0.05731048295242913,False
SM_100_200cm_mm,100–200 cm,L0,3,4,30.0,35.773103125301496,0.024419679448584808,False
SM_100_200cm_mm,100–200 cm,L0,3,4,100.0,37.151088037169394,-0.0521868672168031,False
SM_100_200cm_mm,100–200 cm,L0,3,4,300.0,38.97701059224643,-0.1581554530121383,False
SM_100_200cm_mm,100–200 cm,L0,3,4,1000.0,41.35503839294613,-0.3037870372698346,False
SM_100_200cm_mm,100–200 cm,L0,4,0,0.0,13.836947346907312,-4.800838120996541,False
SM_100_200cm_mm,100–200 cm,L0,4,0,0.0001,13.836946562176687,-4.80083746303419,False
SM_100_200cm_mm,100–200 cm,L0,4,0,0.001,13.836939499634596,-4.8008315414028395,False
SM_100_200cm_mm,100–200 cm,L0,4,0,0.01,13.836868877531707,-4.800772328037553,False
SM_100_200cm_mm,100–200 cm,L0,4,0,0.1,13.836162988183782,-4.800180489090971,False
SM_100_200cm_mm,100–200 cm,L0,4,0,1.0,13.829137141530119,-4.794291452915042,False
SM_100_200cm_mm,100–200 cm,L0,4,0,10.0,13.762067510662945,-4.738224526586444,False
SM_100_200cm_mm,100–200 cm,L0,4,0,30.0,13.631796747511833,-4.630103433866671,False
SM_100_200cm_mm,100–200 cm,L0,4,0,100.0,13.329747593702875,-4.383367412422182,False
SM_100_200cm_mm,100–200 cm,L0,4,0,300.0,13.1907956875733,-4.27171783216027,True
SM_100_200cm_mm,100–200 cm,L0,4,0,1000.0,15.034277394239245,-5.848181901970984,False
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,0.0,17.608524939138402,0.4862157900777062,False
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,0.0001,17.608524309502595,0.48621582682092357,False
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,0.001,17.60851864281111,0.48621615750802494,False
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,0.01,17.608461978942763,0.4862194641954024,False
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,0.1,17.60789564480302,0.48625251271252,False
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,1.0,17.60226265045347,0.48658116911160365,False
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,10.0,17.548862783667474,0.4896915545314984,False
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,30.0,17.447384032174124,0.4955763501696119,False
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,100.0,17.22679899298072,0.5082504490342044,False
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,300.0,17.112751676037657,0.5147399974998471,True
SM_100_200cm_mm,100–200 cm,L0_L1,0,1,1000.0,17.7670155969985,0.4769252373576871,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,0.0,18.1110671483492,-2.403732819417883,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,0.0001,18.11106557041926,-2.4037322263162566,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,0.001,18.11105136908158,-2.40372688841589,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,0.01,18.11090935884839,-2.403673510824028,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,0.1,18.109489570844755,-2.4031398760623803,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,1.0,18.095323090032448,-2.397817621253748,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,10.0,17.956759040269233,-2.345979613740637,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,30.0,17.668061757784553,-2.239255448894173,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,100.0,16.829032837427572,-1.9389060058131906,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,300.0,15.330361008406653,-1.4387773040215235,False
SM_100_200cm_mm,100–200 cm,L0_L1,1,2,1000.0,14.296576321415623,-1.1209551004950278,True
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,0.0,40.51779632080179,0.3203227899949769,False
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,0.0001,40.51779475864142,0.3203228424047758,False
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,0.001,40.5177806993508,0.32032331408775294,False
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,0.01,40.517640121558514,0.32032803040145885,False
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,0.1,40.51623585378449,0.32037514197564476,False
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,1.0,40.50234295258697,0.32084114489986937,False
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,10.0,40.377261443007626,0.3250294972148303,False
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,30.0,40.17213989127468,0.3318699473967559,False
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,100.0,39.90489952738314,0.340729690651825,True
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,300.0,40.38206442952775,0.32486890846138683,False
SM_100_200cm_mm,100–200 cm,L0_L1,2,3,1000.0,43.28882016115475,0.22417713916697768,False
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,0.0,32.729640855778406,0.1833569287000335,True
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,0.0001,32.72964438162006,0.18335675275222352,False
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,0.001,32.72967611403347,0.18335516922914086,False
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,0.01,32.72999342218387,0.18333933471150077,False
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,0.1,32.733164905771055,0.18318106084034413,False
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,1.0,32.76472040581355,0.18160543843760157,False
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,10.0,33.064864948887184,0.16654278882854523,False
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,30.0,33.64311216592479,0.13713643865805736,False
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,100.0,35.0414371248782,0.06391858993048682,False
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,300.0,37.030946488550654,-0.045392613385276004,False
SM_100_200cm_mm,100–200 cm,L0_L1,3,4,1000.0,39.77262576745486,-0.2059195330282526,False
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,0.0,13.365738853684089,-4.4124776037039295,False
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,0.0001,13.365738182488064,-4.412477060100109,False
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,0.001,13.365732141756709,-4.41247216769356,False
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,0.01,13.365671737692379,-4.412423246381241,False
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,0.1,13.365068021848215,-4.411934308460764,False
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,1.0,13.359063219250642,-4.407072335935985,False
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,10.0,13.30213098607294,-4.361083969063971,False
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,30.0,13.19379549887855,-4.274115861411872,False
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,100.0,12.957635738230596,-4.086999599975251,False
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,300.0,12.889371577361311,-4.0335415403219095,True
SM_100_200cm_mm,100–200 cm,L0_L1,4,0,1000.0,14.502727439932137,-5.372495530777694,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,0.0,17.87918906873114,0.4702994383558451,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,0.0001,17.87918888588604,0.4702994491900223,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,0.001,17.879187240277247,0.47029954669778407,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,0.01,17.879170783907455,0.47030052179160786,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,0.1,17.87900619173716,0.47031027436754935,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,1.0,17.877357141528243,0.4704079805443798,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,10.0,17.86036144139593,0.4714144501960279,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,30.0,17.81827411017538,0.4739027025560848,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,100.0,17.65028566292402,0.4837758987993154,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,300.0,17.304880732461392,0.5037825640610135,False
SM_100_200cm_mm,100–200 cm,L0_L2,0,1,1000.0,17.28708751981796,0.5048024801484872,True
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,0.0,17.626092154802922,-2.223884346454391,False
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,0.0001,17.6260903211048,-2.223883675672654,False
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,0.001,17.626073817996936,-2.223877638704254,False
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,0.01,17.62590880425634,-2.2238172756734755,False
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,0.1,17.624260396796736,-2.223214309209798,False
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,1.0,17.60794554582932,-2.21724958555645,False
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,10.0,17.45867986854328,-2.162934394592835,False
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,30.0,17.18286360168537,-2.063786272997862,False
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,100.0,16.45323294412166,-1.8091172953122605,False
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,300.0,15.096080362101096,-1.3648074170551117,False
SM_100_200cm_mm,100–200 cm,L0_L2,1,2,1000.0,13.763898310433435,-0.9658496130870369,True
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,0.0,43.77359050853651,0.20670372346464627,False
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,0.0001,43.77358551665522,0.2067039043975133,False
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,0.001,43.77354059039678,0.2067055327679882,False
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,0.01,43.77309139443953,0.2067218139659177,False
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,0.1,43.768606085179385,0.20688437574010587,False
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,1.0,43.72440590943861,0.20848543880124348,False
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,10.0,43.33783865873727,0.22241912393292174,False
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,30.0,42.723064835973524,0.24432357338574284,False
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,100.0,41.74039756658162,0.278686207304246,False
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,300.0,41.53702511340983,0.28569802275945466,True
SM_100_200cm_mm,100–200 cm,L0_L2,2,3,1000.0,43.63214908574761,0.21182204591288234,False
SM_100_200cm_mm,100–200 cm,L0_L2,3,4,0.0,31.139680297883736,0.2607725232022291,True
