component,component_index,month,raw_component_value,normalized_seasonal_profile
C1,1,1,2.2207365897962714,0.022768864026467155
C1,1,2,5.5419100175274485,0.05682033439525334
C1,1,3,8.054764026179237,0.08258423251097013
C1,1,4,13.460313052841043,0.13800647904933858
C1,1,5,15.23278340333943,0.15617933961590613
C1,1,6,10.136560199091129,0.10392856223005628
C1,1,7,8.905332369083109,0.09130497635505315
C1,1,8,10.461108155466674,0.10725610153513905
C1,1,9,9.380344237034214,0.0961751985516123
C1,1,10,8.251164001646263,0.08459789066239476
C1,1,11,5.503305323950566,0.05642452652552481
C1,1,12,0.3855998251561852,0.003953494542284337
C2,2,1,5.5600830712439375,0.11890771988897543
C2,2,2,2.3990556215401875,0.051306110032696126
C2,2,3,2.2953307638343246,0.04908785426788554
C2,2,4,1.7479935733520005,0.037382522441587795
C2,2,5,0.6792976942638108,0.014527434017757737
C2,2,6,0.1554996560355514,0.0033255095842606983
C2,2,7,0.7554738552944965,0.016156534429026908
C2,2,8,1.552590598610585,0.03320364203848862
C2,2,9,1.3939970844217275,0.029811967324326862
C2,2,10,2.6514272711641933,0.05670332029680395
C2,2,11,13.991367655916235,0.29921884345536387
C2,2,12,13.577530689700865,0.29036854222282643
C3,3,1,1.609125412498968,0.018073858626678152
C3,3,2,0.056910386385103554,0.0006392231891463279
C3,3,3,0.12594594116123642,0.0014146374903227575
C3,3,4,1.2145059251849857,0.013641452818128594
C3,3,5,8.80653428834585,0.09891587969602006
C3,3,6,9.37962953909879,0.10535294324698549
C3,3,7,9.479831925270512,0.10647842653601698
C3,3,8,11.69399061826697,0.13134807987900907
C3,3,9,13.40439416762309,0.1505595047347152
C3,3,10,15.218548930094176,0.170936273660946
C3,3,11,9.377888381186429,0.10533338638602842
C3,3,12,8.663235540671385,0.09730633373600313
C4,4,1,0.9901584315071187,0.027063312522538036
C4,4,2,0.7315240557183276,0.01999423880835508
C4,4,3,4.162004327537397,0.11375717284440508
C4,4,4,0.5711972733929884,0.015612138249761405
C4,4,5,0.978953877397665,0.0267570662291259
C4,4,6,0.14307757045191338,0.003910639833881723
C4,4,7,0.7775468367956004,0.021252147510455174
C4,4,8,0.018610780447559247,0.0005086755326357236
C4,4,9,0.03355160595791822,0.0009170427365750931
C4,4,10,1.8560924002343286,0.05073128410550554
C4,4,11,9.599895054851544,0.26238726226626785
C4,4,12,16.72412973322517,0.45710901936049353
C5,5,1,0.4210170006300735,0.004342384650007107
C5,5,2,2.381706974128901,0.024565012314928966
C5,5,3,11.52833907825435,0.11890370835042453
C5,5,4,13.400083111391075,0.13820894435294126
C5,5,5,7.526904491713684,0.07763276655805512
C5,5,6,4.556189804788941,0.046992707280764226
C5,5,7,7.044971905709813,0.07266209634599824
C5,5,8,8.873387715242814,0.0915204434751267
C5,5,9,12.293112585952745,0.12679161011114118
C5,5,10,17.548481430856665,0.1809956754293678
C5,5,11,10.573700262339798,0.10905752889846775
C5,5,12,0.807358239514333,0.008327122232777064
C6,6,1,16.799460581831845,0.24305999964572733
C6,6,2,3.3198440452928324,0.048032571554434855
C6,6,3,3.679590240366606,0.0532374952257191
C6,6,4,5.945804842399571,0.08602581706999177
C6,6,5,5.210242747915387,0.07538346807587656
C6,6,6,4.621050352671706,0.06685884297368304
C6,6,7,5.2829180838212135,0.07643495821351984
C6,6,8,4.7116888332722775,0.06817022966704446
C6,6,9,3.4254708980792756,0.04956081483794942
C6,6,10,4.085296736889021,0.059107387322591104
C6,6,11,2.6720519292473557,0.03866010684168099
C6,6,12,9.36309764361132,0.1354683085717816
C7,7,1,15.206116468084828,0.27215048920824875
C7,7,2,16.427912545689342,0.29401750574272534
C7,7,3,8.921034799912107,0.15966364522694432
C7,7,4,0.5005475342119032,0.008958517225201103
C7,7,5,1.3201390881797834,0.02362710422645536
C7,7,6,2.9474044806381867,0.05275098168449673
C7,7,7,0.08783084148765573,0.0015719468234119218
C7,7,8,1.1414526193453602,0.02042907466971427
C7,7,9,0.7413715160988428,0.013268648916035356
C7,7,10,0.81347997532367,0.014559205416459256
C7,7,11,0.8358674325240778,0.014959883488471095
C7,7,12,6.930769334914407,0.12404299737183641
