grid_id,longitude,latitude,date,year,month,precipitation_mm,PET_mm,actual_evapotranspiration_mm,surface_runoff_mm,subsurface_runoff_mm,total_runoff_mm,soil_moisture_0_10cm_mm,soil_moisture_10_40cm_mm,soil_moisture_40_100cm_mm,soil_moisture_100_200cm_mm,soil_moisture_total_mm
MY_0p5_0.7500_110.2500,110.25,0.75,1983-01-01,1983,1,512.989122596154,88.57124469463642,109.28367990347057,156.89096351036662,261.53968318058895,418.43064622145437,43.385405731201175,130.9307572584886,266.188569523738,465.67448636568514,906.1792236328126
MY_0p5_0.7500_110.7500,110.75,0.75,1983-01-01,1983,1,495.9529724121094,89.21999631609235,116.67905011858258,144.30600073678153,240.1628199986049,384.4688337053571,43.36599518912179,130.91605507986887,266.43722098214283,467.48096357073103,908.2002546037946
MY_0p5_0.7500_111.7500,111.75,0.75,1983-01-01,1983,1,385.5346306694878,88.00186133006262,104.75736805749318,76.36111970931765,149.23659115745906,225.5977136521112,42.96371756659614,129.84833126976378,264.87516130719865,466.2248806423612,903.9120861235119
MY_0p5_1.2500_103.2500,103.25,1.25,1983-01-01,1983,1,138.29301408193643,114.79885693892692,130.6031745563854,30.685275988145314,16.921295296062123,47.6065693768588,38.069308020851835,113.47350883483888,233.01308545199305,410.79904105446553,795.3549485640093
MY_0p5_1.2500_103.7500,103.75,1.25,1983-01-01,1983,1,164.71291299468103,112.65913502220968,118.58172800008535,41.553882913682074,29.2754393457209,70.8293212223979,39.34830389670956,118.26421393237068,242.8839988338137,428.87020340706545,829.3667353657843
MY_0p5_1.2500_104.2500,104.25,1.25,1983-01-01,1983,1,185.44646170479908,111.81296997070311,105.4784164428711,55.14800262451172,44.14954376220703,99.29754638671875,41.039241790771484,124.5813217163086,255.89747619628906,452.6416015625,874.15966796875
MY_0p5_1.2500_109.7500,109.75,1.25,1983-01-01,1983,1,516.6753672404461,93.59839924272285,114.46138717467527,286.7034024158156,337.295705772308,623.9991072689194,43.642455503165,131.66746465843843,267.5371134194983,467.8184104827514,910.6654655732306
MY_0p5_1.2500_110.2500,110.25,1.25,1983-01-01,1983,1,534.5767954233532,89.91749843759429,111.6505063031171,220.7783018723418,307.43244415636696,528.2107459108803,43.51727997474229,131.29897676563633,266.79099700809917,466.2300338450547,907.8373061957049
MY_0p5_1.2500_110.7500,110.75,1.25,1983-01-01,1983,1,512.7948960077194,90.03446466355096,118.17405339801121,182.94884326268752,273.0816383967324,456.0304904513888,43.46481268746511,131.1850324358259,266.83090955946176,467.60800965324273,909.0887821258059
MY_0p5_1.2500_111.2500,111.25,1.25,1983-01-01,1983,1,432.4172771807297,89.23406465670553,113.56440634925525,94.48750439238626,177.13569884863907,271.6232013153954,43.10818920196436,130.22917974795016,265.4353332519532,466.7832655251598,905.555935113194
MY_0p5_1.2500_111.7500,111.75,1.25,1983-01-01,1983,1,393.0828024243551,88.06202879406156,104.62511444091798,90.37376597570994,162.75663079155817,253.13040112692212,43.01961886693561,129.99617173936633,265.08080473400304,466.3035070025731,904.4000990125868
