grid_id,longitude,latitude,date,year,month,precipitation_mm,PET_mm,actual_evapotranspiration_mm,surface_runoff_mm,subsurface_runoff_mm,total_runoff_mm,soil_moisture_0_10cm_mm,soil_moisture_10_40cm_mm,soil_moisture_40_100cm_mm,soil_moisture_100_200cm_mm,soil_moisture_total_mm
MY_0p5_0.7500_110.2500,110.25,0.75,1987-01-01,1987,1,555.7724224384016,83.22640521709737,115.55511803260218,187.5780484713041,253.00463773287262,440.58268573467547,43.28891196617714,130.5945979191707,265.3216045673077,463.24673227163464,902.4518188476562
MY_0p5_0.7500_110.7500,110.75,0.75,1987-01-01,1987,1,567.3628540039061,84.30887930733816,119.79549244471959,183.18116825648715,275.55192609514506,458.73309413364956,43.42550539289202,131.0220461164202,266.37427324567517,466.2969940185547,907.118820626395
MY_0p5_0.7500_111.7500,111.75,0.75,1987-01-01,1987,1,502.930918860057,84.00839221288287,115.5299797663613,130.22877332899307,228.20795743427578,358.43672834123885,43.34268757653615,130.8363068595765,266.3003133138021,467.4530053517175,907.9322877914186
MY_0p5_1.2500_103.2500,103.25,1.25,1987-01-01,1987,1,409.7162309665125,101.20962235534076,120.1824991052801,101.34569237448953,93.26106054132637,194.6067529158159,38.82493981448087,115.27352887933905,234.95006526600233,410.7187527743253,799.7672743363814
MY_0p5_1.2500_103.7500,103.75,1.25,1987-01-01,1987,1,466.7888793945313,99.24929972528254,111.79769756724535,128.1698605435566,124.26121846911977,252.43107901267635,40.19639702213621,120.34850481644418,245.4584725389203,430.1383592920396,836.1417331140018
MY_0p5_1.2500_104.2500,104.25,1.25,1987-01-01,1987,1,483.1150665283203,98.29431784493582,102.78498840332031,161.9695281982422,160.5890350341797,322.5585632324219,41.98955535888672,126.97994232177734,259.17681884765625,455.3880310058594,883.5343627929688
MY_0p5_1.2500_109.7500,109.75,1.25,1987-01-01,1987,1,536.9570180134601,84.95319063117707,122.60729815012002,282.11801294533603,279.6160853742117,561.7341260795133,43.34237445693419,130.82478994346528,266.111567853445,465.82520965208494,906.1039443418205
MY_0p5_1.2500_110.2500,110.25,1.25,1987-01-01,1987,1,565.8237839628832,83.68515332785353,118.33986048164515,237.27010760804404,283.30915408336983,520.5792522651349,43.37116815868952,130.8351565917026,265.7738032396236,463.9232852891607,903.9034046776968
MY_0p5_1.2500_110.7500,110.75,1.25,1987-01-01,1987,1,571.3128685360863,84.52655293298145,122.39925638834634,197.5782710484096,288.0071283249628,485.585402812655,43.45958818708147,131.11696099175347,266.5309741792225,466.44212559291293,907.549638826885
MY_0p5_1.2500_111.2500,111.25,1.25,1987-01-01,1987,1,530.5015147638778,84.43588315336088,120.27048516806704,146.45199599585976,263.6669418773712,410.1189343144719,43.429169676174375,131.04903736053566,266.51215867112626,466.97300013338037,907.9633484861723
MY_0p5_1.2500_111.7500,111.75,1.25,1987-01-01,1987,1,499.6704518151662,83.99985322498141,115.26246957930309,131.9663647848462,232.1120295448909,364.07839578295506,43.34544433109343,130.83726356143043,266.26153661334325,467.18657865978423,907.6308089967758
MY_0p5_1.2500_112.2500,112.25,1.25,1987-01-01,1987,1,478.91442390867894,83.69825024290134,115.33796153576844,122.5149883521995,241.61187124494364,364.1268525873949,43.378477299879044,130.92078163418068,266.3528321551792,467.0740229417829,907.726107989471
MY_0p5_1.2500_112.7500,112.75,1.25,1987-01-01,1987,1,420.85382715861004,84.37114699681601,113.99366251627603,94.61210314432779,223.90460014343265,318.5166880289713,43.30316956837972,130.68659146626788,265.8308760325114,465.8359158833822,905.6565551757812
MY_0p5_1.2500_113.2500,113.25,1.25,1987-01-01,1987,1,365.1904498556386,84.10656897503397,113.57602830969768,64.07180255392323,169.5248880137568,233.59668181046194,43.004678145698875,129.8229790729025,264.1888382621433,462.63722879161,899.6537178371264
MY_0p5_1.2500_113.7500,113.75,1.25,1987-01-01,1987,1,311.0781169082179,83.67243512471516,115.71827108209783,42.56432073766535,135.4023542693167,177.96667399550927,42.7624836546002,129.0996628963586,262.6961494214607,459.2708546031605,893.8291704582446
MY_0p5_1.2500_114.2500,114.25,1.25,1987-01-01,1987,1,241.40720036599487,82.69357873697197,121.45535885971204,27.574404522381,111.6669158935547,139.2413196394929,42.58586046337026,128.55593845063606,261.51335886727395,456.5215524318999,889.1767124412333
MY_0p5_1.2500_114.7500,114.75,1.25,1987-01-01,1987,1,186.02816575573337,81.19154382521107,119.74758689634261,19.097401957358084,82.53349648752521,101.63089826030117,42.23143632950321,127.42578567997103,258.79881335843,449.3353488060736,877.7913700226813
MY_0p5_1.7500_102.7500,102.75,1.75,1987-01-01,1987,1,334.37442589859944,103.31690953713097,128.24329829216003,39.94279938936233,28.37905439734459,68.32185447216034,40.229681730270386,120.71288299560545,245.6861028671265,427.48519134521484,834.1138458251953
MY_0p5_1.7500_103.2500,103.25,1.75,1987-01-01,1987,1,423.41258328117465,99.0274988712031,130.22048431396485,107.96561016082762,94.097180519104,202.06279067993165,40.7181541633606,122.18687271118165,249.02223785400392,435.2892518615723,847.21650390625
MY_0p5_1.7500_103.7500,103.75,1.75,1987-01-01,1987,1,474.80182232434237,97.15770018855227,125.05589840080164,156.67747874199588,133.9350525095493,290.6125312515452,41.021323288543314,123.2783128279674,251.427188245556,440.44913328146623,856.1759546980073
MY_0p5_1.7500_104.2500,104.25,1.75,1987-01-01,1987,1,482.47961978912355,97.19088935852051,122.8930963324022,189.7371413356574,157.31006462629452,347.0472059619519,42.181179845055865,127.5735865748206,260.3488225419392,456.89240093379055,886.9960005412729
MY_0p5_1.7500_109.7500,109.75,1.75,1987-01-01,1987,1,529.1271041160406,84.83809688479401,122.9617919921875,290.34228515625,283.3529968261719,573.6953125,43.351558685302734,130.85296630859375,266.1705017089844,465.9345397949219,906.3095703125
MY_0p5_1.7500_110.2500,110.25,1.75,1987-01-01,1987,1,571.1437252773328,84.52771890043007,122.95064797630924,316.41182606742984,329.57801924924803,645.9898205109458,43.50333065910135,131.23309840238034,266.58514893883694,465.43187970656123,906.7534852053394
MY_0p5_1.7500_110.7500,110.75,1.75,1987-01-01,1987,1,566.3959295099432,85.10635792125353,126.92726058959958,220.88706207275388,304.98720092773436,525.8742782592773,43.51239795684814,131.27266693115232,266.8348159790039,466.96661071777334,908.586456298828
MY_0p5_1.7500_111.2500,111.25,1.75,1987-01-01,1987,1,508.50668887183775,85.46865217420788,121.8032693907272,151.14313673862193,256.4826345044513,407.6257865018623,43.36655669101449,130.87830221486647,266.2251317223837,466.4981150072675,906.9680959302326
MY_0p5_1.7500_111.7500,111.75,1.75,1987-01-01,1987,1,476.35321624369556,84.85968850534172,113.5987822858593,131.2150439733191,220.85975125469736,352.0748065996773,43.22854091547712,130.50914117354378,265.6709854512274,466.06963493250583,905.4783133977576
MY_0p5_1.7500_112.2500,112.25,1.75,1987-01-01,1987,1,448.1476566375248,84.94734477694072,113.48570343501984,110.86769370427207,217.15373404366625,328.0214270213294,43.21786759391664,130.45599505712113,265.4696766686818,465.37001943436877,904.5135811941965
MY_0p5_1.7500_112.7500,112.75,1.75,1987-01-01,1987,1,407.4111107235863,85.51565948970733,114.36821964808873,84.72979542565723,191.8780040922619,276.6077903142051,43.13572813972595,130.22999059283543,265.11113320002477,465.04150109669524,903.5183609250992
MY_0p5_1.7500_113.2500,113.25,1.75,1987-01-01,1987,1,353.3260456387959,85.80997641427176,115.69158162919301,59.74710114494202,155.11861170208644,214.86570545983693,42.95069210718548,129.7135492718409,264.2328994024368,463.7254012819321,900.6225258479042
MY_0p5_1.7500_113.7500,113.75,1.75,1987-01-01,1987,1,290.56571141803073,85.41275675940136,116.67544720362102,38.31938764784072,123.81798626127694,162.13737042139448,42.680060407850476,128.8760471888951,262.34394046843994,458.8693065824962,892.7693644205729
MY_0p5_1.7500_114.2500,114.25,1.75,1987-01-01,1987,1,220.93542025127107,84.27428630041696,120.52257213289774,26.43251236809624,98.65167662605407,125.08418559725321,42.44960018339611,128.16630127921937,260.7696815127418,455.05953039744537,886.4451160249256
MY_0p5_1.7500_114.7500,114.75,1.75,1987-01-01,1987,1,174.58979678771658,83.60197543603769,116.14518022290167,18.15607046216263,60.54538031069109,78.70144924104524,41.923735070105046,126.49019468633621,256.7633663829744,444.748958765534,869.926268582517
MY_0p5_2.2500_101.7500,101.75,2.25,1987-01-01,1987,1,180.06113765215633,106.30534486096315,137.6729606859612,7.592679967783918,2.906375097505974,10.499055091780846,39.3862700028853,118.57286048657967,240.0808103927458,411.8342698222459,809.8742145576864
MY_0p5_2.2500_102.2500,102.25,2.25,1987-01-01,1987,1,244.04397860440338,103.58731174012689,131.89284927879223,16.427881352639083,11.104153322831296,27.532034504356567,40.10337519303464,120.73323146692302,245.1496889397288,423.40095906964893,829.3872563850367
MY_0p5_2.2500_102.7500,102.75,2.25,1987-01-01,1987,1,324.4658108481878,101.04124298578574,132.33511070058316,51.67689034305041,38.42726568330692,90.10415525074247,41.070821665510344,123.75993562046484,252.28061289726932,440.61111575742314,857.7224884033204
MY_0p5_2.2500_103.2500,103.25,2.25,1987-01-01,1987,1,436.18041740296377,95.1341271778894,136.78519849020338,128.2333521525065,104.37499769907149,232.60835048130582,41.83065025692895,126.29076668875558,257.6096733940972,450.8530532110305,876.5841298905628
MY_0p5_2.2500_103.7500,103.75,2.25,1987-01-01,1987,1,493.2660995224775,93.5525314589678,146.8366265765691,208.10421809826866,142.70178486452266,350.80600720421745,41.93064235105352,126.5427144713321,258.25085490598514,452.49933233746015,879.2235486046742
MY_0p5_2.2500_104.2500,104.25,2.25,1987-01-01,1987,1,491.13795409163816,93.51909203257988,156.43221049663453,249.5487467868269,149.0511599454013,398.5999067322282,42.452810145606676,128.486471885492,262.446309743834,460.64129159470235,894.0268963269951
MY_0p5_2.2500_104.7500,104.75,2.25,1987-01-01,1987,1,486.2864074707031,90.78777313232422,,,,,,,,,
MY_0p5_2.2500_109.7500,109.75,2.25,1987-01-01,1987,1,483.6822303033644,83.94557706771359,,,,,,,,,
MY_0p5_2.2500_111.2500,111.25,2.25,1987-01-01,1987,1,454.8669139146805,86.13416606187819,113.3807772468118,127.77099553276508,181.90277750351848,309.6737765143899,43.00591513689826,129.9570227230296,265.0200208776137,466.1326293945312,904.1155880198758
MY_0p5_2.2500_111.7500,111.75,2.25,1987-01-01,1987,1,433.6851783389138,86.97222532242063,113.2351340157645,120.72039836096384,180.42722298758372,301.1476237947978,43.00717384701684,129.9539517357236,264.9978591192336,466.07276746961804,904.0317495194691
MY_0p5_2.2500_112.2500,112.25,2.25,1987-01-01,1987,1,407.8541725764199,87.91939072381882,112.26049061124286,93.11034509567986,162.5733177063957,255.68366268097407,42.92938743470207,129.6996084546286,264.40200049990693,464.6371348547557,901.6681295727926
MY_0p5_2.2500_112.7500,112.75,2.25,1987-01-01,1987,1,371.38871091812376,88.11810033889043,113.2556912861173,66.17115035284132,133.67375250922308,199.84490085177953,42.80961273435562,129.35710313585068,263.78204549153645,463.64741608150416,899.5961778428821
MY_0p5_2.2500_113.2500,113.25,2.25,1987-01-01,1987,1,323.8072557237414,88.4813694545201,116.67218589177209,47.05451170906189,111.38503955659411,158.4395498608786,42.68813851977152,129.01179765973774,263.17808682880707,462.7371531653026,897.6151754712303
