grid_id,longitude,latitude,date,year,month,precipitation_mm,PET_mm,actual_evapotranspiration_mm,surface_runoff_mm,subsurface_runoff_mm,total_runoff_mm,soil_moisture_0_10cm_mm,soil_moisture_10_40cm_mm,soil_moisture_40_100cm_mm,soil_moisture_100_200cm_mm,soil_moisture_total_mm
SL_9.7500_79.9500,79.94999999999999,9.75,1993-01-01,1993,1,56.84273,131.035,100.02023,2.1674504,5.170707E-4,2.1679676,25.468418,98.60936,195.33017,328.96567,648.3736
SL_9.7500_80.0500,80.05000000000001,9.75,1993-01-01,1993,1,60.865936,129.995,117.9144,3.210188,0.012405981,3.222594,25.368961,97.006134,195.27586,377.1064,694.7574
SL_9.7500_80.1500,80.15000000000003,9.75,1993-01-01,1993,1,65.12933,129.08,109.83055,3.6856778,0.010964536,3.6966424,25.639618,99.96445,201.62177,376.38184,703.60767
SL_9.7500_80.2500,80.25,9.75,1993-01-01,1993,1,69.65509,131.5,114.65783,3.5972953,0.010894598,3.6081898,25.036638,95.21272,191.0434,374.95862,686.25134
SL_9.6500_80.0500,80.05000000000001,9.649999999999991,1993-01-01,1993,1,63.2803,128.753,120.70584,2.2959137,0.014919936,2.3108337,24.816422,89.84366,181.27477,377.16647,673.1013
SL_9.6500_80.1500,80.15000000000003,9.649999999999991,1993-01-01,1993,1,67.258835,127.403,125.08689,4.338078,0.014096678,4.3521748,25.53656,92.33058,184.5423,376.19766,678.6071
SL_9.6500_80.2500,80.25,9.649999999999991,1993-01-01,1993,1,71.37186,129.135,123.84067,4.96541,0.008113248,4.9735236,25.397127,89.98863,177.40224,371.67477,664.46277
SL_9.6500_80.3500,80.35000000000002,9.649999999999991,1993-01-01,1993,1,75.6263,133.03,125.07518,5.579107,0.008356287,5.587463,25.577137,88.94827,173.78705,370.715,659.02747
SL_9.5500_80.4500,80.44999999999999,9.549999999999997,1993-01-01,1993,1,80.37593,133.354,127.76193,7.3547773,0.0071579516,7.3619356,26.02363,89.486855,171.98787,367.7947,655.2931
SL_9.4500_80.2500,80.25,9.449999999999989,1993-01-01,1993,1,74.63137,131.66,103.26519,3.6090024,2.8271081E-6,3.6090052,26.561954,94.67987,181.24484,274.56155,577.0482
SL_9.4500_80.3500,80.35000000000002,9.449999999999989,1993-01-01,1993,1,78.18826,127.771,122.743095,7.0278244,0.0069326186,7.034757,27.118507,96.318306,189.71846,372.3758,685.53107
SL_9.4500_80.4500,80.44999999999999,9.449999999999989,1993-01-01,1993,1,81.745155,125.728,131.1069,7.406257,0.004058647,7.410316,26.395279,89.5277,170.86934,365.4577,652.25006
SL_9.4500_80.5500,80.55000000000001,9.449999999999989,1993-01-01,1993,1,86.1933,129.695,135.9106,8.051762,0.008571773,8.060334,27.00648,91.27897,175.27908,370.3334,663.89795
SL_9.3500_80.1500,80.15000000000003,9.349999999999994,1993-01-01,1993,1,73.355415,124.127,111.36038,4.5304437,7.4236665E-4,4.531186,26.995102,99.72722,196.0667,328.5488,651.3378
SL_9.3500_80.2500,80.25,9.349999999999994,1993-01-01,1993,1,76.965805,123.155,110.113976,5.1735168,1.730344E-4,5.17369,27.353117,98.44775,191.33017,310.24796,627.37897
SL_9.3500_80.3500,80.35000000000002,9.349999999999994,1993-01-01,1993,1,80.5762,121.924,109.78403,4.434355,3.9387793E-5,4.434394,27.369183,96.34365,185.53741,289.63812,598.88837
SL_9.3500_80.4500,80.44999999999999,9.349999999999994,1993-01-01,1993,1,84.1866,120.79,137.73701,7.009999,0.04396064,7.05396,27.428001,93.11939,182.05968,377.83978,680.44684
SL_9.3500_80.5500,80.55000000000001,9.349999999999994,1993-01-01,1993,1,88.7438,121.508,110.42184,6.5099454,3.4227953E-5,6.5099797,27.860573,96.953,185.96179,286.2519,597.0273
SL_9.3500_80.6500,80.65000000000003,9.349999999999994,1993-01-01,1993,1,94.247795,124.067,114.73017,8.246756,4.397451E-5,8.246799,28.601364,98.42537,189.00139,290.72385,606.752
SL_9.2500_80.1500,80.15000000000003,9.25,1993-01-01,1993,1,75.63634,124.235,110.58669,4.2348285,2.763884E-4,4.2351046,26.991262,96.85875,188.45323,312.17355,624.4768
SL_9.2500_80.2500,80.25,9.25,1993-01-01,1993,1,79.30024,120.65,112.41933,5.286786,2.662428E-4,5.287052,27.920208,98.2078,190.70735,309.8238,626.6591
SL_9.2500_80.3500,80.35000000000002,9.25,1993-01-01,1993,1,82.96414,119.725,114.23122,4.9757423,1.2385986E-4,4.9758663,28.439068,98.00792,189.81969,301.91968,618.18634
SL_9.2500_80.4500,80.44999999999999,9.25,1993-01-01,1993,1,86.628044,118.915,114.369225,5.637038,9.997656E-5,5.6371384,28.195772,97.767044,188.96799,297.21597,612.1468
SL_9.2500_80.5500,80.55000000000001,9.25,1993-01-01,1993,1,91.2943,118.86,116.45102,6.6622,2.0325533E-4,6.662403,28.594116,98.89488,191.79556,304.95633,624.24084
SL_9.2500_80.6500,80.65000000000003,9.25,1993-01-01,1993,1,96.962906,119.88,124.45669,9.75157,0.0010580532,9.752628,29.993078,102.068726,199.616,320.48526,652.1631
SL_9.2500_80.7500,80.75,9.25,1993-01-01,1993,1,102.631516,123.75,131.8966,16.211054,0.004566459,16.215622,31.232002,105.09217,207.84485,336.26883,680.43787
SL_9.1500_80.1500,80.15000000000003,9.149999999999991,1993-01-01,1993,1,77.91727,123.748,102.47136,5.4633436,3.258316E-5,5.463376,26.472878,94.9942,182.06688,288.6604,592.1944
SL_9.1500_80.2500,80.25,9.149999999999991,1993-01-01,1993,1,81.634674,120.595,112.00991,5.7577276,5.821027E-4,5.75831,27.569775,98.907364,193.17148,319.5417,639.1903
SL_9.1500_80.3500,80.35000000000002,9.149999999999991,1993-01-01,1993,1,85.35208,119.15,119.027214,5.3991203,6.541941E-4,5.3997746,28.816795,100.37486,196.62846,321.91467,647.7348
SL_9.1500_80.4500,80.44999999999999,9.149999999999991,1993-01-01,1993,1,89.06949,117.74,121.71009,7.0447617,6.477104E-4,7.0454097,29.276493,100.7881,197.328,320.256,647.6486
SL_9.1500_80.5500,80.55000000000001,9.149999999999991,1993-01-01,1993,1,93.844795,117.353,121.55228,7.730829,3.788339E-4,7.7312074,29.37221,100.30896,195.2647,312.29163,637.2375
SL_9.1500_80.6500,80.65000000000003,9.149999999999991,1993-01-01,1993,1,99.67802,118.157,126.21809,11.768497,0.0010377547,11.769535,30.054695,102.292015,200.29483,321.32794,653.9695
SL_9.1500_80.7500,80.75,9.149999999999991,1993-01-01,1993,1,105.51124,120.53,135.67606,15.2820015,0.007695288,15.289698,31.794722,105.774734,210.26184,343.3501,691.1814
SL_9.1500_80.8500,80.85000000000002,9.149999999999991,1993-01-01,1993,1,111.34445,126.347,129.14986,11.722374,8.691039E-4,11.723244,30.450064,103.06202,202.01004,321.75406,657.2762
SL_9.0500_79.8500,79.85000000000002,9.049999999999997,1993-01-01,1993,1,68.88547,137.19032,100.32546,1.7353522,0.0060282815,1.7413805,24.181858,86.19179,175.35867,365.6508,651.3831
SL_9.0500_80.1500,80.15000000000003,9.049999999999997,1993-01-01,1993,1,80.1982,122.71,106.227936,5.129598,8.7863904E-5,5.129686,26.865164,95.72687,184.39345,298.8344,605.8199
SL_9.0500_80.2500,80.25,9.049999999999997,1993-01-01,1993,1,83.96911,120.835,114.26273,6.1292887,4.190788E-4,6.129708,27.934801,98.43557,191.36333,314.8359,632.5696
SL_9.0500_80.3500,80.35000000000002,9.049999999999997,1993-01-01,1993,1,87.74002,119.093,125.15969,7.188336,0.0014062868,7.1897426,29.710938,101.71461,199.8234,328.60443,659.8534
SL_9.0500_80.4500,80.44999999999999,9.049999999999997,1993-01-01,1993,1,91.510925,117.494,133.9876,9.93364,0.0031169122,9.936756,31.517277,104.203545,206.56572,338.3042,680.5907
SL_9.0500_80.5500,80.55000000000001,9.049999999999997,1993-01-01,1993,1,96.395294,117.332,138.38388,13.353017,0.0071137133,13.36013,32.781822,106.17798,212.30809,349.02356,700.29144
SL_9.0500_80.6500,80.65000000000003,9.049999999999997,1993-01-01,1993,1,102.39313,117.668,146.06114,16.125769,0.028884627,16.154654,34.77218,108.70727,219.80618,365.28204,728.5677
SL_9.0500_80.7500,80.75,9.049999999999997,1993-01-01,1993,1,108.39095,119.195,144.32176,17.365913,0.012402866,17.378315,34.039722,108.11489,217.76508,359.72046,719.64014
SL_9.0500_80.8500,80.85000000000002,9.049999999999997,1993-01-01,1993,1,114.38879,122.297,136.72237,14.746912,0.0056123137,14.752524,32.202797,106.177,211.57649,345.1818,695.13806
SL_8.9500_80.0500,80.05000000000001,8.949999999999989,1993-01-01,1993,1,78.65472,126.124,102.598724,2.6650453,7.770772E-6,2.6650531,26.734722,93.19416,178.68138,277.88937,576.49963
SL_8.9500_80.1500,80.15000000000003,8.949999999999989,1993-01-01,1993,1,82.479126,121.489,114.24877,6.025954,2.3814589E-4,6.026192,28.115973,98.24458,190.9275,310.02762,627.3157
SL_8.9500_80.2500,80.25,8.949999999999989,1993-01-01,1993,1,86.30354,119.455,122.31629,7.19883,7.7874126E-4,7.1996093,29.237047,100.15071,195.86302,320.26764,645.51843
SL_8.9500_80.3500,80.35000000000002,8.949999999999989,1993-01-01,1993,1,90.12796,118.219,128.64555,9.025168,0.0013051116,9.026474,30.338118,101.866165,200.2949,327.3367,659.8359
SL_8.9500_80.4500,80.44999999999999,8.949999999999989,1993-01-01,1993,1,93.95237,117.985,145.91905,11.893812,0.014056374,11.907868,34.14019,107.43421,216.09288,357.80307,715.47034
SL_8.9500_80.5500,80.55000000000001,8.949999999999989,1993-01-01,1993,1,98.9458,117.784,144.60255,15.411814,0.011065334,15.422879,34.18034,107.72402,216.56561,356.9964,715.4664
SL_8.9500_80.6500,80.65000000000003,8.949999999999989,1993-01-01,1993,1,105.10824,117.646,142.30493,14.365554,0.010806207,14.376361,33.61042,106.7517,214.1357,351.88254,706.3804
SL_8.9500_80.7500,80.75,8.949999999999989,1993-01-01,1993,1,111.270676,119.76,142.31143,14.874119,0.005720127,14.879839,33.317825,106.51075,213.0499,348.17694,701.0554
SL_8.9500_80.8500,80.85000000000002,8.949999999999989,1993-01-01,1993,1,117.43311,122.245,138.91876,14.858074,0.001427328,14.859501,32.525326,105.11927,208.54628,335.829,682.0199
SL_8.9500_80.9500,80.94999999999999,8.949999999999989,1993-01-01,1993,1,123.59555,126.658,129.49806,13.4332905,1.1335068E-4,13.433404,30.922997,101.66243,198.04831,304.12228,634.75604
SL_8.8500_79.9500,79.94999999999999,8.849999999999994,1993-01-01,1993,1,77.00422,131.16,124.49067,2.052642,0.006949934,2.059592,25.884659,88.51843,178.04903,372.3455,664.7976
SL_8.8500_80.0500,80.05000000000001,8.849999999999994,1993-01-01,1993,1,80.88214,124.591,111.20575,3.0394762,1.5755939E-4,3.0396338,27.855936,97.12301,189.66696,309.53873,624.18463
SL_8.8500_80.1500,80.15000000000003,8.849999999999994,1993-01-01,1993,1,84.760056,121.09,119.113014,6.0592422,9.512457E-4,6.0601935,28.810354,99.82223,195.64194,324.18774,648.4623
SL_8.8500_80.2500,80.25,8.849999999999994,1993-01-01,1993,1,88.63798,119.725,124.533875,8.0220585,7.49868E-4,8.022809,29.985592,100.33039,196.00192,318.15335,644.47125
