region_id,month,native_cell_count,core_region_ge_4_cells,small_region_lt_4_cells,longitude,latitude,region_lon_index,region_lat_index,replication_split,spatial_fold_5,K4_C1_L0_mm,K4_C1_L1_mm,K4_C1_L2_mm,K4_C1_L3_mm,K4_C2_L0_mm,K4_C2_L1_mm,K4_C2_L2_mm,K4_C2_L3_mm,K4_C3_L0_mm,K4_C3_L1_mm,K4_C3_L2_mm,K4_C3_L3_mm,K4_C4_L0_mm,K4_C4_L1_mm,K4_C4_L2_mm,K4_C4_L3_mm,PET_mm,precipitation_observed_mm,nmf_input_precipitation_mm,nmf_reconstructed_precipitation_mm,nmf_precipitation_residual_mm,nmf_component_sum_L0_mm,AET_mm,runoff_mm,SM_0_10cm_mm,SM_10_40cm_mm,SM_40_100cm_mm,SM_100_200cm_mm,SM_total_mm,delta_SM_0_10cm_mm,delta_SM_10_40cm_mm,delta_SM_40_100cm_mm,delta_SM_100_200cm_mm,delta_SM_total_mm,precipitation_interannual_std_mm,PET_interannual_std_mm,SM_total_interannual_std_mm
SLR_00_02,1,1,False,True,80.55000000000001,5.949999999999989,2,0,train,0,42.25301683050717,36.94164186181683,16.00909326496868,0.0,37.96255250797187,0.0,10.239368614749218,105.38456397156703,13.681650548640036,20.776985479939786,51.13857221161015,62.31255292996703,30.54444367434404,124.16614101009668,225.1625766924385,113.61401367056402,131.10166666666666,128.341793,128.341793,124.44166356146316,3.900129438536823,124.44166356146312,152.07628073333333,19.578861905666667,37.13887626666667,113.83423930000001,230.92661066666668,391.8389583333334,773.7386846666667,-2.3124071333333305,-6.218995100000001,-13.327518999999995,-28.08644233333331,-49.945372666666685,72.44034600472389,8.070094681038107,74.06013614864158
SLR_00_02,2,1,False,True,80.55000000000001,5.949999999999989,2,0,validation,0,19.83509528619981,42.25301683050717,36.94164186181683,16.00909326496868,47.23605576140604,37.96255250797187,0.0,10.239368614749218,16.005631995351948,13.681650548640036,20.776985479939786,51.13857221161015,8.771856943068487,30.54444367434404,124.16614101009668,225.1625766924385,131.09333333333333,91.58652023333335,91.58652023333336,91.84863998602634,-0.2621197526929819,91.84863998602628,138.48554516666667,8.5398451336,33.698172,104.60358590000001,211.37626633333332,356.26367533333337,705.9416963333333,-3.440704266666671,-9.230653399999994,-19.550344333333356,-35.57528300000001,-67.79698833333339,75.03691766834388,8.340576484389672,90.88006618644069
SLR_00_02,3,1,False,True,80.55000000000001,5.949999999999989,2,0,train,0,12.324529328729597,19.83509528619981,42.25301683050717,36.94164186181683,73.25733303390473,47.23605576140604,37.96255250797187,0.0,25.72862677768981,16.005631995351948,13.681650548640036,20.776985479939786,8.059873561489258,8.771856943068487,30.54444367434404,124.16614101009668,150.06966666666668,123.85404146666666,123.85404146666666,119.37036270181348,4.483678764853167,119.37036270181339,130.61597700000002,5.773203433701334,31.326896700000002,97.30881373333334,191.49032633333334,317.1854583333333,637.3114876666666,-2.371275299999997,-7.294772166666675,-19.885939999999977,-39.07821700000005,-68.6302086666667,88.02737639083205,9.84075883089389,104.00236286053149
SLR_00_02,4,1,False,True,80.55000000000001,5.949999999999989,2,0,train,0,8.358196689900534,12.324529328729597,19.83509528619981,42.25301683050717,84.9215255806639,73.25733303390473,47.23605576140604,37.96255250797187,56.35805475680171,25.72862677768981,16.005631995351948,13.681650548640036,40.86126237717177,8.059873561489258,8.771856943068487,30.54444367434404,136.14933333333335,186.67862366666668,186.67862366666668,190.49903940453797,-3.820415737871258,190.49903940453794,114.00706983333333,5.345755309,33.14800783333333,99.62409133333334,188.86221666666668,301.6071823333333,623.241499,1.8211111333333285,2.3152776000000017,-2.62810966666666,-15.578276000000017,-14.069988666666632,77.37947281641497,7.462066799455771,115.7261714824914
SLR_00_02,5,1,False,True,80.55000000000001,5.949999999999989,2,0,train,0,9.059757146978267,8.358196689900534,12.324529328729597,19.83509528619981,247.6947263560799,84.9215255806639,73.25733303390473,47.23605576140604,3.742411897252174,56.35805475680171,25.72862677768981,16.005631995351948,12.410591692627786,40.86126237717177,8.059873561489258,8.771856943068487,128.35233333333335,281.04631613333333,281.04631613333333,272.9074870929382,8.138829040395137,272.90748709293814,133.93339883333334,24.877697791666666,35.3972027,108.44327553333333,210.07428266666665,321.218888,675.1336426666666,2.24919486666667,8.819184199999995,21.212065999999965,19.611705666666694,51.892143666666584,131.05418116154223,5.939666009032033,89.32205852055907
SLR_00_02,6,1,False,True,80.55000000000001,5.949999999999989,2,0,train,0,0.0,9.059757146978267,8.358196689900534,12.324529328729597,213.2427619183039,247.6947263560799,84.9215255806639,73.25733303390473,0.0,3.742411897252174,56.35805475680171,25.72862677768981,0.0,12.410591692627786,40.86126237717177,8.059873561489258,119.81533333333333,213.86592646666665,213.86592646666665,213.242761918304,0.6231645483626949,213.2427619183039,137.56451416666667,38.09932420333334,36.678047533333334,112.8770271,224.26374066666668,362.1681096666667,735.9869243333334,1.280844833333333,4.433751566666672,14.18945800000003,40.94922166666669,60.85328166666682,84.90091967774792,5.727058421294438,100.01095176822528
SLR_00_02,7,1,False,True,80.55000000000001,5.949999999999989,2,0,train,0,7.872065362572751,0.0,9.059757146978267,8.358196689900534,125.69060635434212,213.2427619183039,247.6947263560799,84.9215255806639,0.6086533412552546,0.0,3.742411897252174,56.35805475680171,3.4005509403416707,0.0,12.410591692627786,40.86126237717177,123.63066666666667,124.83269873333333,124.83269873333332,137.5718759985119,-12.739177265178585,137.5718759985118,125.13154396666667,12.387972820666667,34.64184496666667,108.63174856666666,218.721652,360.1532516666667,722.1484936666667,-2.0362025666666668,-4.245278533333348,-5.542088666666672,-2.014858000000004,-13.838430666666682,55.455412161997316,7.131617282038575,100.10831969400408
SLR_00_02,8,1,False,True,80.55000000000001,5.949999999999989,2,0,train,0,9.816341954846129,7.872065362572751,0.0,9.059757146978267,106.94549964987888,125.69060635434212,213.2427619183039,247.6947263560799,0.0,0.6086533412552546,0.0,3.742411897252174,8.516293714941764,3.4005509403416707,0.0,12.410591692627786,128.24933333333334,126.18894313333334,126.18894313333334,125.27813531966692,0.9108078136664232,125.27813531966677,118.39027800000001,14.333889798,33.54689663333333,106.15437983333332,210.946853,344.00687,694.6549996666666,-1.0949483333333347,-2.4773687333333356,-7.774799000000002,-16.146381666666684,-27.493494000000055,71.87282972326189,6.206736014526717,91.7347925481728
SLR_00_02,9,1,False,True,80.55000000000001,5.949999999999989,2,0,test,0,5.261850027900764,9.816341954846129,7.872065362572751,0.0,184.04065790684163,106.94549964987888,125.69060635434212,213.2427619183039,0.0,0.0,0.6086533412552546,0.0,42.61614847462489,8.516293714941764,3.4005509403416707,0.0,126.821,228.01919349999997,228.0191935,231.91865640936743,-3.899462909367429,231.91865640936732,124.8177309,30.370543096666665,34.23178026666667,108.72933923333333,214.95293266666667,345.84057133333334,703.7546199999999,0.6848836333333352,2.5749594000000116,4.006079666666665,1.8337013333333516,9.099620333333291,109.38142202915743,6.147143631605353,92.57376959188758
SLR_00_02,10,1,False,True,80.55000000000001,5.949999999999989,2,0,train,0,0.0,5.261850027900764,9.816341954846129,7.872065362572751,105.38456397156703,184.04065790684163,106.94549964987888,125.69060635434212,62.31255292996703,0.0,0.0,0.6086533412552546,113.61401367056402,42.61614847462489,8.516293714941764,3.4005509403416707,120.28966666666666,280.27281800000003,280.27281800000003,281.3111305720982,-1.038312572098164,281.3111305720981,133.35166736666667,55.99396354333333,37.5110691,115.50654343333333,230.35896,373.28104866666666,756.6576210000001,3.2792888333333323,6.7772042,15.406027333333327,27.44047733333332,52.90300100000013,108.44792603289247,8.733365067503986,89.21625546515604
SLR_00_02,11,1,False,True,80.55000000000001,5.949999999999989,2,0,test,0,16.00909326496868,0.0,5.261850027900764,9.816341954846129,10.239368614749218,105.38456397156703,184.04065790684163,106.94549964987888,51.13857221161015,62.31255292996703,0.0,0.0,225.1625766924385,113.61401367056402,42.61614847462489,8.516293714941764,113.40233333333335,306.684421,306.684421,302.5496107837666,4.134810216233404,302.5496107837665,130.91228733333335,90.94788043333332,40.30099176666667,122.1679534,245.96371266666665,414.47176099999996,822.9044243333334,2.789922666666669,6.6614099666666675,15.604752666666656,41.190712333333295,66.24680333333333,103.19513032156568,9.451403721080295,76.35451830996764
SLR_00_02,12,1,False,True,80.55000000000001,5.949999999999989,2,0,validation,0,36.94164186181683,16.00909326496868,0.0,5.261850027900764,0.0,10.239368614749218,105.38456397156703,184.04065790684163,20.776985479939786,51.13857221161015,62.31255292996703,0.0,124.16614101009668,225.1625766924385,113.61401367056402,42.61614847462489,119.72866666666667,176.1733405,176.1733405,181.8847683518533,-5.711427851853301,181.8847683518533,140.5659584,45.61413026333333,39.4512834,120.05323440000001,244.25412966666667,419.9254006666667,823.6840573333334,-0.8497083666666683,-2.114718999999994,-1.7095829999999808,5.4536396666667315,0.7796329999999898,73.94881525965036,7.742752666240525,74.48511132248818
SLR_01_01,1,22,True,False,80.27272727272728,6.272727272727267,1,1,train,0,36.95367787006031,32.30845122441234,14.001245825322142,0.0,44.5581538308111,0.0,12.018353132881831,123.69404327730506,19.73115629061253,29.96377858760826,73.75010472595007,89.86479492055572,31.894021204355905,129.65230522647963,235.1111734763089,118.63394206012724,132.02704309003224,132.84059528681226,132.84059528681226,133.13700919583994,-0.2964139090276774,133.13700919583985,153.03829358657717,48.63132139891628,39.26860457616244,119.51379330072999,243.5048944876603,419.44564076308706,821.7329315821705,-1.8196409200516825,-5.175070712078366,-11.484415008334196,-25.921359159360577,-44.400486549626976,72.62489523708048,7.6460588521086015,43.94955756712239
SLR_01_01,2,22,True,False,80.27272727272728,6.272727272727267,1,1,train,0,17.347393788908338,36.95367787006031,32.30845122441234,14.001245825322142,55.44283247380476,44.5581538308111,0.0,12.018353132881831,23.08271398305152,19.73115629061253,29.96377858760826,73.75010472595007,9.159433195988996,31.894021204355905,129.65230522647963,235.1111734763089,129.03629288702163,105.259826664505,105.259826664505,105.03237344175368,0.2274532227513077,105.03237344175362,141.83966553577454,35.94749618065605,36.5673282082931,112.44559521090146,227.94649110756546,388.2796182087587,765.2390339701013,-2.7012763678693403,-7.0681980898285275,-15.55840338009483,-31.16602255432838,-56.49389761206919,86.62561431906032,8.248119044098665,72.6791236372919
SLR_01_01,3,22,True,False,80.27272727272728,6.272727272727267,1,1,train,0,10.778796897294056,17.347393788908338,36.95367787006031,32.30845122441234,85.98503785735232,55.44283247380476,44.5581538308111,0.0,37.10484742236731,23.08271398305152,19.73115629061253,29.96377858760826,8.4159914980048,9.159433195988996,31.894021204355905,129.65230522647963,150.61325348729832,146.57292989075466,146.57292989075466,142.2846736750186,4.288256215736055,142.2846736750185,144.20016096337332,31.021436535813102,35.46182639380148,109.33418895030648,217.95945026253807,363.4942897890843,726.2497561512695,-1.1055018144916176,-3.1114062605949755,-9.987040845027394,-24.785328419674386,-38.98927781883185,102.19311642709538,9.745576828064742,94.20633597823908
SLR_01_01,4,22,True,False,80.27272727272728,6.272727272727267,1,1,train,0,7.309918467885206,10.778796897294056,17.347393788908338,36.95367787006031,99.6757633611644,85.98503785735232,55.44283247380476,44.5581538308111,81.27744402534006,37.10484742236731,23.08271398305152,19.73115629061253,42.666678843095816,8.4159914980048,9.159433195988996,31.894021204355905,135.03549336582566,232.6893920520436,232.6893920520436,230.92980469748557,1.7595873545580505,230.92980469748548,130.7910304466455,62.80703643061417,38.135632387381776,115.45824484684155,228.0142911549197,375.8116102530728,757.4197780058845,2.673805993580295,6.124055896535069,10.054840892381634,12.317320463988494,31.170021854615015,102.61347267906432,7.830282757619709,110.91344347360635
SLR_01_01,5,22,True,False,80.27272727272728,6.272727272727267,1,1,test,0,7.923489783780085,7.309918467885206,10.778796897294056,17.347393788908338,290.72912622872803,99.6757633611644,85.98503785735232,55.44283247380476,5.397164164222158,81.27744402534006,37.10484742236731,23.08271398305152,12.95894201981318,42.666678843095816,8.4159914980048,9.159433195988996,126.20617202898583,328.2407173437487,328.2407173437487,317.0087221965436,11.231995147205112,317.0087221965435,156.08489063623298,184.49312137977572,40.468939257400194,122.61814953429565,247.2619995641332,418.07007893315387,828.4191668694543,2.3333068700184185,7.159904687454102,19.247708409213487,42.25846868008108,70.99938886356983,139.98587095337814,5.992900173115986,56.295865754613466
SLR_01_01,6,22,True,False,80.27272727272728,6.272727272727267,1,1,test,0,0.0,7.923489783780085,7.309918467885206,10.778796897294056,250.29148887887663,290.72912622872803,99.6757633611644,85.98503785735232,0.0,5.397164164222158,81.27744402534006,37.10484742236731,0.0,12.95894201981318,42.666678843095816,8.4159914980048,116.8365694084768,244.56832915222233,244.5683291522224,250.29148887887675,-5.723159726654387,250.29148887887663,150.07355475851116,133.26344495380832,40.36381241300607,122.80626385354334,250.86112703102975,434.4810548008137,848.5122573876602,-0.10512684439412112,0.1881143192476884,3.5991274668965616,16.41097586765983,20.093090518205827,90.51919083456256,5.714634547329367,40.26809329650202
SLR_01_01,7,22,True,False,80.27272727272728,6.272727272727267,1,1,train,0,6.88475733573037,0.0,7.923489783780085,7.309918467885206,147.52805075076617,250.29148887887663,290.72912622872803,99.6757633611644,0.8777767097921311,0.0,5.397164164222158,81.27744402534006,3.5508010869043547,0.0,12.95894201981318,42.666678843095816,119.89028512141181,151.35516705868426,151.35516705868426,158.84138588319317,-7.48621882450891,158.84138588319303,142.85708196237226,57.345488717251676,38.85950088385951,119.16991289897221,243.27012763843842,419.475971173083,820.775512725089,-1.5043115291465625,-3.636350954571128,-7.590999392591328,-15.005083627730698,-27.73674466257114,65.48369064022117,6.820128304207179,50.31585456683055
SLR_01_01,8,22,True,False,80.27272727272728,6.272727272727267,1,1,train,0,8.585184341200279,6.88475733573037,0.0,7.923489783780085,125.52617540434296,147.52805075076617,250.29148887887663,290.72912622872803,0.0,0.8777767097921311,0.0,5.397164164222158,8.892578146873342,3.5508010869043547,0.0,12.95894201981318,124.39589740327445,138.1178893378462,138.1178893378462,143.0039378924168,-4.8860485545705785,143.0039378924166,133.37157461277798,37.79615866164936,37.79544914201646,116.6059344441776,237.55319246340935,405.8936686760799,797.8482472863838,-1.064051741843052,-2.563978454794608,-5.716935175029079,-13.58230249700307,-22.927265438705263,77.17740736722179,6.528256642935245,49.61842062096302
SLR_01_01,9,22,True,False,80.27272727272728,6.272727272727267,1,1,train,0,4.601913082599617,8.585184341200279,6.88475733573037,0.0,216.01582097027537,125.52617540434296,147.52805075076617,250.29148887887663,0.0,0.0,0.8777767097921311,0.0,44.49910293305925,8.892578146873342,3.5508010869043547,0.0,123.62837308269299,265.43005971433354,265.43005971433354,265.11683698593447,0.3132227283990687,265.11683698593424,137.73531342612168,108.91869601154832,37.977382826844455,117.88569623454161,238.6189945157529,405.12816528680844,799.6102370393033,0.181933684827996,1.279761790364006,1.0658020523435425,-0.7655033892714869,1.7619897529195896,118.74764237278346,6.180979916688436,59.35604572220608
SLR_01_01,10,22,True,False,80.27272727272728,6.272727272727267,1,1,validation,0,0.0,4.601913082599617,8.585184341200279,6.88475733573037,123.69404327730506,216.01582097027537,125.52617540434296,147.52805075076617,89.86479492055572,0.0,0.0,0.8777767097921311,118.63394206012724,44.49910293305925,8.892578146873342,3.5508010869043547,117.09672921037433,325.91356341563613,325.91356341563613,332.19278025798815,-6.279216842352014,332.19278025798803,146.0487079014122,166.9195112377201,40.83108759389954,123.97310038024494,251.73240917410462,433.1082705404067,849.6448677914843,2.853704767055085,6.087404145703331,13.11341465835173,27.980105253598254,50.03463075218099,128.79893278658386,8.680842825602522,36.783550235114824
SLR_01_01,11,22,True,False,80.27272727272728,6.272727272727267,1,1,train,0,14.001245825322142,0.0,4.601913082599617,8.585184341200279,12.018353132881831,123.69404327730506,216.01582097027537,125.52617540434296,73.75010472595007,89.86479492055572,0.0,0.0,235.1111734763089,118.63394206012724,44.49910293305925,8.892578146873342,111.69676248423053,339.0636716163157,339.0636716163157,334.880877160463,4.182794455852672,334.88087716046294,133.9058423207766,225.32792816693413,42.14948054571432,127.55614984251454,260.09779033143127,454.6331277130248,884.4365473918778,1.3183929518147792,3.5830494622695994,8.365381157326652,21.524857172618113,34.79167960039342,111.74134127854427,9.172395173531191,21.846561169160076
SLR_01_01,12,22,True,False,80.27272727272728,6.272727272727267,1,1,validation,0,32.30845122441234,14.001245825322142,0.0,4.601913082599617,0.0,12.018353132881831,123.69404327730506,216.01582097027537,29.96377858760826,73.75010472595007,89.86479492055572,0.0,129.65230522647963,235.1111734763089,118.63394206012724,44.49910293305925,117.95971829552579,188.5944174147511,188.5944174147511,191.92453503850027,-3.3301176237491745,191.9245350385002,142.78741770924987,103.04355071003319,41.08824549621412,124.68886401280835,254.9893094959945,445.36699992244763,866.1334181317975,-1.0612350495001976,-2.8672858297061907,-5.108480835436779,-9.266127790577173,-18.303129260080254,72.67981661820696,7.530065246786372,25.6279724676605
SLR_01_02,1,24,True,False,80.74166666666667,6.258333333333328,2,1,train,0,58.32720816055647,50.995242382579335,22.0993856858382,0.0,35.70080260592287,0.0,9.629322939959849,99.10591536936582,18.84710909946967,28.62126252285008,70.44575844389828,85.83843587894476,28.82964896453975,117.19533335646864,212.5217311273772,107.23561268611395,128.82365361074065,141.65971445945505,141.65971445945505,141.7047688304888,-0.0450543710337569,141.70476883048875,150.81817235077415,34.29817061875705,35.82232248030142,109.16817410823296,219.52047421181973,396.4874046193202,760.998377143134,-2.9696831717329175,-8.391108534973824,-16.46486726727815,-20.042938931050458,-47.868596922081906,80.04254370103787,8.36117737965508,66.64392678406298
