component,component_index,month,raw_component_value,normalized_seasonal_profile
C1,1,1,25.593684256478788,0.2610177149818297
C1,1,2,19.344397735830544,0.19728423794350772
C1,1,3,12.38962493338038,0.1263558445585738
C1,1,4,6.373445087678654,0.06499971073632864
C1,1,5,5.4684529116770255,0.05577012942676855
C1,1,6,6.077321264773635,0.06197968584144521
C1,1,7,3.498800469896957,0.03568258851199494
C1,1,8,4.299680274422897,0.043850377660973675
C1,1,9,3.03269874834195,0.03092904052374125
C1,1,10,3.2325642020651064,0.0329673724618802
C1,1,11,0.3067187230841513,0.00312807720214426
C1,1,12,8.436049099693522,0.08603522015081204
C2,2,1,0.6925484998711149,0.007034988962328357
C2,2,2,3.389587923119937,0.034431832038374216
C2,2,3,0.07705412956064882,0.000782724893724938
C2,2,4,1.5164525963265,0.015404303495042576
C2,2,5,13.497424039232953,0.13710841789931028
C2,2,6,13.309764406774613,0.13520214932279223
C2,2,7,11.244823763757902,0.11422623986058235
C2,2,8,14.033815078976067,0.14255714104979997
C2,2,9,14.503863706975075,0.14733195019363032
C2,2,10,13.808720398062537,0.1402706028564457
C2,2,11,6.351155758535589,0.06451578577910598
C2,2,12,6.018227716924928,0.06113386364886315
C3,3,1,0.14936823300457852,0.0013200070239137507
C3,3,2,2.909079190330934,0.02570831084438452
C3,3,3,14.779501708226691,0.13061040940483315
C3,3,4,18.944532995517665,0.16741790483711888
C3,3,5,10.862749646869188,0.09599702389492966
C3,3,6,4.665368170949857,0.04122910628934528
C3,3,7,7.148538077395032,0.06317354288168556
C3,3,8,8.406442588223417,0.0742899814731186
C3,3,9,10.226508480402073,0.09037439054280365
C3,3,10,14.545983337507826,0.12854674510780453
C3,3,11,15.252158622632843,0.1347874049705395
C3,3,12,5.266919099330475,0.046545172729522785
C4,4,1,9.029973404630418,0.10769600458391473
C4,4,2,0.47406612754984384,0.005653951075814524
C4,4,3,3.2398234513769255,0.03863976399882258
C4,4,4,1.0180157810376032,0.012141368230930075
C4,4,5,2.0170160967814983,0.02405594845865448
C4,4,6,2.0245002124542486,0.024145207786415705
C4,4,7,3.793460778006984,0.04524272121639341
C4,4,8,3.869959289185638,0.046155080936781334
C4,4,9,4.188194486696338,0.04995051396345015
C4,4,10,7.5111186950143125,0.08958137938632131
C4,4,11,19.692856248361597,0.23486690843479036
C4,4,12,26.987890152975073,0.32187115192771143
