region_id,native_cell_count,longitude_mean,latitude_mean,region_lon_index,region_lat_index,small_region_lt_4_cells,C1_scaled_loading,C1_raw_weight,C2_scaled_loading,C2_raw_weight,C3_scaled_loading,C3_raw_weight,C4_scaled_loading,C4_raw_weight
MYS_09_38,1,118.75,5.25,38,9,True,671.6313696047342,6.849646328662785,644.4912209508224,6.546817481447651,477.6143979946882,4.220806174067822,465.4186729228752,5.550817182566548
MYS_09_39,1,119.25,5.25,39,9,True,467.55339420150733,4.768352901578949,625.5121207006802,6.354025553085202,461.6383020974634,4.0796211417831465,407.494513606757,4.859984524739535
MYS_10_01,1,100.25,5.75,1,10,True,147.41366143029813,1.50340125626506,1054.3613561520233,10.710326430878766,1355.6471924962457,11.980216810820473,63.74819600382533,0.7602930486510395
MYS_10_02,1,100.75,5.75,2,10,True,148.72501338790525,1.5167751061602706,1014.5875485593975,10.306299424169536,1286.9533008516062,11.373150518029053,225.09491518953376,2.684595173407391
MYS_10_03,1,101.25,5.75,3,10,True,152.43520899699976,1.554613612344714,990.4385505475261,10.060991067431457,1168.423107377972,10.325667497149661,469.4891615543754,5.599363877299008
MYS_10_04,1,101.75,5.75,4,10,True,131.31106043770896,1.3391785490443986,865.1498820621,8.7882940648911,940.7446527319953,8.313612100355181,1005.100658094522,11.98733597885648
MYS_10_05,1,102.25,5.75,5,10,True,76.72958146977759,0.7825282138378985,651.7479519228725,6.620532206554211,681.1796993644665,6.0197671862462965,1653.1649947667568,19.716477211668472
MYS_10_06,1,102.75,5.75,6,10,True,84.52566964537004,0.8620367793495202,496.4746174349711,5.0432474467581905,543.5476390690342,4.803475859427677,2057.380879264509,24.53735915661843
MYS_10_31,1,115.25,5.75,31,10,True,427.8527972481821,4.3634655474830515,1339.6388010462797,13.608208205809797,1047.00752454987,9.252685518841302,376.9102943213744,4.495221742751162
MYS_10_32,1,115.75,5.75,32,10,True,462.5914932342484,4.71774885256978,1272.8081012576126,12.929334111872045,959.8933214303322,8.482834006994642,355.1522918110287,4.235724861299723
MYS_10_33,1,116.25,5.75,33,10,True,547.6915044381647,5.5856430661100385,1153.7102919962592,11.71952458409596,795.9749492165562,7.034243511423469,322.73488329994456,3.849098542575671
MYS_10_34,1,116.75,5.75,34,10,True,798.8879090906067,8.14747476243699,1109.3467562825424,11.268874580328802,643.2070701352213,5.684192905886833,354.4927316868803,4.227858615523492
MYS_10_35,1,117.25,5.75,35,10,True,1194.978599676579,12.187013812238082,1202.3142408008541,12.213249201836858,494.6388736055805,4.3712560182735665,484.2282118703579,5.775149204593398
